reviewID,sentenceID,review,category,polarity
B00KMRGF28_78_AX6U6FG5HD88L,B00KMRGF28_78_AX6U6FG5HD88L:3,B) a DVD/CD player.,LAPTOP#DESIGN_FEATURES,positive
B00KMRGF28_78_AX6U6FG5HD88L,B00KMRGF28_78_AX6U6FG5HD88L:5,C) a large hard drive instead of using the Cloud,HARD_DISC#DESIGN_FEATURES,positive
B00KMRGF28_78_AX6U6FG5HD88L,B00KMRGF28_78_AX6U6FG5HD88L:6,D) was under $300 with shipping.,LAPTOP#PRICE,positive
B00KMRGF28_78_AX6U6FG5HD88L,B00KMRGF28_78_AX6U6FG5HD88L:7,The only con is Windows effin 8.,OS#GENERAL,negative
B00KMRGF28_78_AX6U6FG5HD88L,B00KMRGF28_78_AX6U6FG5HD88L:8,Still giving it a 5 star rating because it is fast and a nice sized screen.,LAPTOP#GENERAL,positive
B00KMRGF28_78_AX6U6FG5HD88L,B00KMRGF28_78_AX6U6FG5HD88L:9,Great for web design and general work.,LAPTOP#MISCELLANEOUS,positive
B00FU83YWS_61_A1TAIZR02ODKET,B00FU83YWS_61_A1TAIZR02ODKET:0,Overall good but processing power isn't very good.,LAPTOP#GENERAL,positive
B00FU83YWS_61_A1TAIZR02ODKET,B00FU83YWS_61_A1TAIZR02ODKET:1,"W7 Pro with W8 pro upgrade is nice, but it frequently freezes for a few seconds here and there.",OS#GENERAL,positive
B00FU83YWS_61_A1TAIZR02ODKET,B00FU83YWS_61_A1TAIZR02ODKET:2,I replaced stock drive with WD Black 7K drive and is still quite slow.,LAPTOP#OPERATION_PERFORMANCE,negative
B00FU83YWS_61_A1TAIZR02ODKET,B00FU83YWS_61_A1TAIZR02ODKET:3,Battery doesn't last long web browsing (2.5 hours maybe).,BATTERY#OPERATION_PERFORMANCE,negative
B00FU83YWS_145_A2ZQTQU49CF77U,B00FU83YWS_145_A2ZQTQU49CF77U:0,It has some bloat wear that I wish weren't there.,LAPTOP#DESIGN_FEATURES,negative
B00FU83YWS_145_A2ZQTQU49CF77U,B00FU83YWS_145_A2ZQTQU49CF77U:1,It works fine for a PC in this price range.,LAPTOP#OPERATION_PERFORMANCE,positive
B00FU83YWS_145_A2ZQTQU49CF77U,B00FU83YWS_145_A2ZQTQU49CF77U:2,I bought it for my parents (late 60s) and they love it - particularly the keyboard and screen.,LAPTOP#GENERAL,positive
B00FU83YWS_141_A3Q6JY8ZJAVPCW,B00FU83YWS_141_A3Q6JY8ZJAVPCW:0,Terrific value for the money.,LAPTOP#GENERAL,positive
B00FU83YWS_141_A3Q6JY8ZJAVPCW,B00FU83YWS_141_A3Q6JY8ZJAVPCW:1,Love the key layout and the built-in mouse pad - all work well and are properly sized.,KEYBOARD#DESIGN_FEATURES,positive
B00FU83YWS_141_A3Q6JY8ZJAVPCW,B00FU83YWS_141_A3Q6JY8ZJAVPCW:3,Highly recommended.,LAPTOP#GENERAL,positive
B00FU83YWS_10_A1RQMWLGV6X4PV,B00FU83YWS_10_A1RQMWLGV6X4PV:0,works good but doesn't seem like it's made sturdy.,LAPTOP#OPERATION_PERFORMANCE,positive
B00FU83YWS_10_A1RQMWLGV6X4PV,B00FU83YWS_10_A1RQMWLGV6X4PV:1,kinda to light and plastic feeling.,LAPTOP#DESIGN_FEATURES,negative
B00D7Z84OY_2_A1QJVGE8L3RA69,B00D7Z84OY_2_A1QJVGE8L3RA69:0,Killer computer.,LAPTOP#GENERAL,positive
B00D7Z84OY_2_A1QJVGE8L3RA69,B00D7Z84OY_2_A1QJVGE8L3RA69:2,I would highly recommend this computer it is FAST!!!,LAPTOP#GENERAL,positive
B00D7Z84OY_2_A1QJVGE8L3RA69,B00D7Z84OY_2_A1QJVGE8L3RA69:3,Doesn't have touch screen but I have a tablet so that wasn't so important.,DISPLAY#DESIGN_FEATURES,neutral
B00D7Z84OY_19_A2KZTN24NDPI8P,B00D7Z84OY_19_A2KZTN24NDPI8P:0,Look and feel is good.,LAPTOP#DESIGN_FEATURES,positive
B00D7Z84OY_19_A2KZTN24NDPI8P,B00D7Z84OY_19_A2KZTN24NDPI8P:1,I am experiencing the system little slower than what I have expected.,LAPTOP#OPERATION_PERFORMANCE,negative
B00D7Z84OY_19_A2KZTN24NDPI8P,B00D7Z84OY_19_A2KZTN24NDPI8P:2,"And processor feels pressured even though I run medium scale programs, watching the way exhaust speed increases.",CPU#OPERATION_PERFORMANCE,negative
B00D7Z84OY_1_A2MOLJZACB33ZY,B00D7Z84OY_1_A2MOLJZACB33ZY:0,The hdd has a scratching noise.,HARD_DISC#QUALITY,negative
B00D7Z84OY_1_A2MOLJZACB33ZY,B00D7Z84OY_1_A2MOLJZACB33ZY:1,The system sometimes lags a lot.,LAPTOP#OPERATION_PERFORMANCE,negative
B00AH4A950_10_A3H2VORR2TBEXA,B00AH4A950_10_A3H2VORR2TBEXA:0,I don't like it at all...,LAPTOP#GENERAL,negative
B00AH4A950_10_A3H2VORR2TBEXA,B00AH4A950_10_A3H2VORR2TBEXA:1,I can't put a protector to make presentation...,LAPTOP#CONNECTIVITY,negative
B00KMRGF28_186_A8O7SW93D9BW1,B00KMRGF28_186_A8O7SW93D9BW1:0,A good value on a quality product.,LAPTOP#QUALITY,positive
B00KMRGF28_186_A8O7SW93D9BW1,B00KMRGF28_186_A8O7SW93D9BW1:1,"Easy setup, and delivers all the functions we need.",LAPTOP#USABILITY,positive
B00KMRGF28_168_A3TKNSIFQ0WOEE,B00KMRGF28_168_A3TKNSIFQ0WOEE:0,This laptop is amazing!,LAPTOP#GENERAL,positive
B00KMRGF28_168_A3TKNSIFQ0WOEE,B00KMRGF28_168_A3TKNSIFQ0WOEE:1,"Despite the fact that there's no optical drive, everything is perfect.",LAPTOP#DESIGN_FEATURES,neutral
B00KMRGF28_168_A3TKNSIFQ0WOEE,B00KMRGF28_168_A3TKNSIFQ0WOEE:2,"The screen resolution is crystal clear, the speakers are amazing, and the track pad is easy to use.",DISPLAY#QUALITY,positive
B00KMRGF28_168_A3TKNSIFQ0WOEE,B00KMRGF28_168_A3TKNSIFQ0WOEE:3,The home page/startup is easy to navigate which is the one thing I was mainly concerned about.,OS#USABILITY,positive
B00KMRGF28_168_A3TKNSIFQ0WOEE,B00KMRGF28_168_A3TKNSIFQ0WOEE:4,"Internet is fast and reliable, battery life lasts a long time.",LAPTOP#CONNECTIVITY,positive
B00KMRGF28_168_A3TKNSIFQ0WOEE,B00KMRGF28_168_A3TKNSIFQ0WOEE:5,I love this laptop!,LAPTOP#GENERAL,positive
B00KMRGF28_162_A2A9UX1U9D816V,B00KMRGF28_162_A2A9UX1U9D816V:0,LOOKS LIKE THIS DELL IS A PIECE OF CRAP.,LAPTOP#QUALITY,negative
B00KMRGF28_162_A2A9UX1U9D816V,B00KMRGF28_162_A2A9UX1U9D816V:1,"IT DOES NOT TURN ON - IF I TAKE THE BATTERY OUT IT MIGHT WORK, NOT SURE IF IT'S A BAD BATTERY OR COMPUTER!",LAPTOP#OPERATION_PERFORMANCE,negative
B00KMRGF28_162_A2A9UX1U9D816V,B00KMRGF28_162_A2A9UX1U9D816V:2,DO NOT RECOMMEND!,LAPTOP#GENERAL,negative
B00AH4A950_2_A2ST2XNUI1FB38,B00AH4A950_2_A2ST2XNUI1FB38:0,Awesome laptop!,LAPTOP#GENERAL,positive
B00AH4A950_2_A2ST2XNUI1FB38,B00AH4A950_2_A2ST2XNUI1FB38:2,"Bootup time is amazing, battery life is decent and it has a great slim form factor.",LAPTOP#OPERATION_PERFORMANCE,positive
B0096VDM8G_32_ARJBI2V6ET8A4,B0096VDM8G_32_ARJBI2V6ET8A4:1,"There is somewhat of a learning curve, but the operating system, and hardware of this Mac are great.",LAPTOP#USABILITY,neutral
B0096VDM8G_32_ARJBI2V6ET8A4,B0096VDM8G_32_ARJBI2V6ET8A4:2,More than enough for my use.,LAPTOP#GENERAL,positive
B0096VDM8G_32_ARJBI2V6ET8A4,B0096VDM8G_32_ARJBI2V6ET8A4:3,"The display is vibrant and clear, the keyboard is well designed and pleasant to type on;",DISPLAY#QUALITY,positive
B0096VDM8G_32_ARJBI2V6ET8A4,B0096VDM8G_32_ARJBI2V6ET8A4:4,I even installed a windows partition to be able to run Windows software.,LAPTOP#USABILITY,positive
B0096VDM8G_32_ARJBI2V6ET8A4,B0096VDM8G_32_ARJBI2V6ET8A4:5,"Things just work, they are fluid, easy to use and understand, fast and work well.",LAPTOP#OPERATION_PERFORMANCE,positive
B00KMRGF28_374_AS24VWQPFK1HB,B00KMRGF28_374_AS24VWQPFK1HB:0,"This computer is absolutely perfect for web browsing, watching video, word processing, and that's about it.",LAPTOP#MISCELLANEOUS,positive
B00KMRGF28_374_AS24VWQPFK1HB,B00KMRGF28_374_AS24VWQPFK1HB:1,"If you want a computer that plays games or any advanced tasks like editing video, this computer is NOT for you.",LAPTOP#MISCELLANEOUS,negative
B00KMRGF28_374_AS24VWQPFK1HB,B00KMRGF28_374_AS24VWQPFK1HB:2,"Now when I say don't expect to play games on it, I mean it.",LAPTOP#MISCELLANEOUS,negative
B00KMRGF28_374_AS24VWQPFK1HB,B00KMRGF28_374_AS24VWQPFK1HB:3,Pretty much every major game save for Solitare won't even play on it due to the slower processor.,LAPTOP#MISCELLANEOUS,negative
B00KMRGF28_374_AS24VWQPFK1HB,B00KMRGF28_374_AS24VWQPFK1HB:4,"Its also worth noting that there no bluetooth, no mircophone jack, no ethernet, no dvd/cd drive/burner, and no usb 3.0 ports.",LAPTOP#DESIGN_FEATURES,negative
B00KMRGF28_374_AS24VWQPFK1HB,B00KMRGF28_374_AS24VWQPFK1HB:5,"It DOES come with two usb 2.0 ports, a hdmi port, and a webcam.",LAPTOP#DESIGN_FEATURES,neutral
B00KMRGF28_374_AS24VWQPFK1HB,B00KMRGF28_374_AS24VWQPFK1HB:6,"The webcam is nothing special, its there if you need it.",MULTIMEDIA_DEVICES#GENERAL,neutral
B00KMRGF28_374_AS24VWQPFK1HB,B00KMRGF28_374_AS24VWQPFK1HB:7,Don't expect it to take good pictures or video.,MULTIMEDIA_DEVICES#QUALITY,negative
B00KMRGF28_374_AS24VWQPFK1HB,B00KMRGF28_374_AS24VWQPFK1HB:8,The battery is pretty soild.,BATTERY#OPERATION_PERFORMANCE,positive
B00KMRGF28_374_AS24VWQPFK1HB,B00KMRGF28_374_AS24VWQPFK1HB:9,It lasts up to 5-6 hours with normal use.,BATTERY#OPERATION_PERFORMANCE,positive
B00KMRGF28_374_AS24VWQPFK1HB,B00KMRGF28_374_AS24VWQPFK1HB:10,The computer itself runs very quiet and is mostly cool to the touch.,LAPTOP#QUALITY,positive
B00KMRGF28_374_AS24VWQPFK1HB,B00KMRGF28_374_AS24VWQPFK1HB:11,The only major negative to me is Windows 8.1 (though YMMV) and the Dell crapware installed.,OS#GENERAL,negative
B00KMRGF28_241_A30T2OLDHWQ1EP,B00KMRGF28_241_A30T2OLDHWQ1EP:0,Not bad for the price.,LAPTOP#GENERAL,neutral
B00KMRGF28_241_A30T2OLDHWQ1EP,B00KMRGF28_241_A30T2OLDHWQ1EP:1,I needed an inexpensive laptop to do basic office work on that was lightweight and this fits the bill just fine.,LAPTOP#PRICE,positive
B00KMRGF28_241_A30T2OLDHWQ1EP,B00KMRGF28_241_A30T2OLDHWQ1EP:2,"Performance wise, it's a bit slow, but that's to be expected from a Celeron-class processor.",LAPTOP#OPERATION_PERFORMANCE,negative
B00KMRGF28_241_A30T2OLDHWQ1EP,B00KMRGF28_241_A30T2OLDHWQ1EP:3,"I'm also not a fan of Windows 8, but fortunately I can install whatever I want on the laptop without issue.",OS#GENERAL,negative
B00KB3MXH4_0_A1CFRDJVZWJAVK,B00KB3MXH4_0_A1CFRDJVZWJAVK:0,Love everything about this laptop!,LAPTOP#GENERAL,positive
B00KB3MXH4_0_A1CFRDJVZWJAVK,B00KB3MXH4_0_A1CFRDJVZWJAVK:1,"Sound, quality and touchscreen are awesome!",MULTIMEDIA_DEVICES#QUALITY,positive
B00KB3MXH4_0_A1CFRDJVZWJAVK,B00KB3MXH4_0_A1CFRDJVZWJAVK:2,I would definitely recommend this!!,LAPTOP#GENERAL,positive
B00KB3MXH4_16_A159MX2ZLCCFU2,B00KB3MXH4_16_A159MX2ZLCCFU2:0,I love this laptop to the moon.,LAPTOP#GENERAL,positive
B00KB3MXH4_16_A159MX2ZLCCFU2,B00KB3MXH4_16_A159MX2ZLCCFU2:1,"My favorite colors black and red, the matte material and the red backlight of the keyboard.",LAPTOP#DESIGN_FEATURES,positive
B00KB3MXH4_16_A159MX2ZLCCFU2,B00KB3MXH4_16_A159MX2ZLCCFU2:2,The sound is great and it's fast.,MULTIMEDIA_DEVICES#QUALITY,positive
B00KB3MXH4_16_A159MX2ZLCCFU2,B00KB3MXH4_16_A159MX2ZLCCFU2:4,"The laptop is beautiful, not extremely light but thin enough and wide screen with a full keyboard.",LAPTOP#DESIGN_FEATURES,positive
B00KB3MXH4_16_A159MX2ZLCCFU2,B00KB3MXH4_16_A159MX2ZLCCFU2:5,The touch screen response is fast and it picks up bluetooth and wifi FAST.,DISPLAY#OPERATION_PERFORMANCE,positive
B00KB3MXH4_16_A159MX2ZLCCFU2,B00KB3MXH4_16_A159MX2ZLCCFU2:6,"Microsoft Office is a 30 day trial, a number of games and apps are already preloaded.",SOFTWARE#MISCELLANEOUS,neutral
B00KB3MXH4_16_A159MX2ZLCCFU2,B00KB3MXH4_16_A159MX2ZLCCFU2:7,It's exactly like the picture and I AM SATISFIED.,LAPTOP#MISCELLANEOUS,positive
B00KB3MXH4_19_A3N8I2LSC8VQF3,B00KB3MXH4_19_A3N8I2LSC8VQF3:0,Great laptop light and very versatile,LAPTOP#GENERAL,positive
B00KMRGF28_13_A29X881WVJ8402,B00KMRGF28_13_A29X881WVJ8402:0,it was easy to set up.,LAPTOP#USABILITY,positive
B00KMRGF28_13_A29X881WVJ8402,B00KMRGF28_13_A29X881WVJ8402:1,I like the number pad for work so that's nice,KEYBOARD#DESIGN_FEATURES,positive
B00KMRGF28_145_A1X3Y4R5C1S4JH,B00KMRGF28_145_A1X3Y4R5C1S4JH:0,"This is going to be random and unorganized, but here are my thoughts on the laptop:So far so good after a month.",LAPTOP#GENERAL,positive
B00KMRGF28_145_A1X3Y4R5C1S4JH,B00KMRGF28_145_A1X3Y4R5C1S4JH:1,"It took some getting used to on the Widows 8.1, after being an XP user for many years.",OS#USABILITY,neutral
B00KMRGF28_145_A1X3Y4R5C1S4JH,B00KMRGF28_145_A1X3Y4R5C1S4JH:2,Everything seems to be running smoothly.,LAPTOP#OPERATION_PERFORMANCE,positive
B00KMRGF28_145_A1X3Y4R5C1S4JH,B00KMRGF28_145_A1X3Y4R5C1S4JH:3,Only downfall is the preloaded McAfee and other software.,SOFTWARE#GENERAL,negative
B00KMRGF28_145_A1X3Y4R5C1S4JH,B00KMRGF28_145_A1X3Y4R5C1S4JH:4,"They are fine while the free subscription is going, but a pain when they start asking you to spend money every time you login.",SOFTWARE#GENERAL,positive
B00KMRGF28_145_A1X3Y4R5C1S4JH,B00KMRGF28_145_A1X3Y4R5C1S4JH:5,"Device is light weight, quiet during operation and produces little to no heat.",LAPTOP#DESIGN_FEATURES,positive
B00KMRGF28_145_A1X3Y4R5C1S4JH,B00KMRGF28_145_A1X3Y4R5C1S4JH:6,It has a quick start up and shut down time.,LAPTOP#OPERATION_PERFORMANCE,positive
B00KMRGF28_145_A1X3Y4R5C1S4JH,B00KMRGF28_145_A1X3Y4R5C1S4JH:7,The display is good quality.,DISPLAY#QUALITY,positive
B00KMRGF28_145_A1X3Y4R5C1S4JH,B00KMRGF28_145_A1X3Y4R5C1S4JH:8,Just wish there were more USB ports.,LAPTOP#DESIGN_FEATURES,negative
B00KMRGF28_31_AQRNSQCH3NRA5,B00KMRGF28_31_AQRNSQCH3NRA5:0,"I AM IMPRESSED WITH THIS COMPUTER, INEXPENSIVE BUT QUALITY.",LAPTOP#GENERAL,positive
B00KMRGF28_31_AQRNSQCH3NRA5,B00KMRGF28_31_AQRNSQCH3NRA5:1,"LOVE THE SIZE, I AM USING THIS FOR WORK, I AM A NURSE AND HAVE TO CHART DAILY, THIS IS EASY TO USE AND I HAVE NOT HAD ANY PROBLEMS WITH IT.",LAPTOP#DESIGN_FEATURES,positive
B00KMRGF28_96_A17B83D5U1E5W2,B00KMRGF28_96_A17B83D5U1E5W2:0,It's so damn good I bought 2 :D,LAPTOP#GENERAL,positive
B00KMRGF28_96_A17B83D5U1E5W2,B00KMRGF28_96_A17B83D5U1E5W2:1,"If you're the type of person that just likes to browse the Internet and enjoy media and do light work with Microsoft office, this is the laptop for you.",LAPTOP#MISCELLANEOUS,positive
B00KMRGF28_96_A17B83D5U1E5W2,B00KMRGF28_96_A17B83D5U1E5W2:2,Don't expect it to be a champion performer so if you want to play games or whatever this is not the computer for you.,LAPTOP#OPERATION_PERFORMANCE,neutral
B00KMRGF28_96_A17B83D5U1E5W2,B00KMRGF28_96_A17B83D5U1E5W2:3,It's extremely light weight and slim because of the lack of an optical drive (who uses those anymore anyways) so it easily fits into any college students bag.,LAPTOP#DESIGN_FEATURES,positive
B00KMRGF28_96_A17B83D5U1E5W2,B00KMRGF28_96_A17B83D5U1E5W2:4,I would recommend this to anyone who doesn't need much out of a computer.,LAPTOP#MISCELLANEOUS,positive
B00KMRGF28_97_A2F819YX0XJ5Y1,B00KMRGF28_97_A2F819YX0XJ5Y1:0,I am very happy with this computer.,LAPTOP#GENERAL,positive
B00KMRGF28_97_A2F819YX0XJ5Y1,B00KMRGF28_97_A2F819YX0XJ5Y1:1,"It is exactly what I expected, and the price is excellent!",LAPTOP#GENERAL,positive
B00KMRGF28_97_A2F819YX0XJ5Y1,B00KMRGF28_97_A2F819YX0XJ5Y1:2,"You are getting what you pay for and in my opinion, it is worth more.",LAPTOP#GENERAL,positive
B00KMRGF28_97_A2F819YX0XJ5Y1,B00KMRGF28_97_A2F819YX0XJ5Y1:3,Been using it for about 4 hours now and it seems plenty fast and does everything I need it to do.,LAPTOP#OPERATION_PERFORMANCE,positive
B00KMRGF28_98_A1YYZDBT4D9GEA,B00KMRGF28_98_A1YYZDBT4D9GEA:0,Its a very basic laptop.,LAPTOP#MISCELLANEOUS,neutral
B00KMRGF28_98_A1YYZDBT4D9GEA,B00KMRGF28_98_A1YYZDBT4D9GEA:1,"I thought it would have a CD-rom drive, but there isnt one.",LAPTOP#DESIGN_FEATURES,negative
B00KMRGF28_98_A1YYZDBT4D9GEA,B00KMRGF28_98_A1YYZDBT4D9GEA:2,Also wish it had a port to plug an internet cord into it because sometimes my wifi router likes to not work.,LAPTOP#DESIGN_FEATURES,negative
B00KMRGF28_98_A1YYZDBT4D9GEA,B00KMRGF28_98_A1YYZDBT4D9GEA:3,But for the price its good.,LAPTOP#GENERAL,positive
B00FU83YWS_29_A12BQH3ETKAFX1,B00FU83YWS_29_A12BQH3ETKAFX1:0,Other than the slow CPU it works great for everyday use.,CPU#OPERATION_PERFORMANCE,negative
B00FU83YWS_29_A12BQH3ETKAFX1,B00FU83YWS_29_A12BQH3ETKAFX1:1,Heavy gaming is definitely not it's strong point.,LAPTOP#MISCELLANEOUS,negative
B00FU83YWS_29_A12BQH3ETKAFX1,B00FU83YWS_29_A12BQH3ETKAFX1:2,The cover is a soft rubber texture without the friction.,LAPTOP#QUALITY,positive
B00FU83YWS_29_A12BQH3ETKAFX1,B00FU83YWS_29_A12BQH3ETKAFX1:3,Slick design and looks great.,LAPTOP#DESIGN_FEATURES,positive
B00FU83YWS_19_A1MBI7JFXKWNWS,B00FU83YWS_19_A1MBI7JFXKWNWS:0,"The machine is easy to use, has the power it needs for personal use and some light professional work.",LAPTOP#USABILITY,positive
B00FU83YWS_19_A1MBI7JFXKWNWS,B00FU83YWS_19_A1MBI7JFXKWNWS:1,"It could be lighter, but couldn't everything.",LAPTOP#DESIGN_FEATURES,neutral
B00FU83YWS_19_A1MBI7JFXKWNWS,B00FU83YWS_19_A1MBI7JFXKWNWS:2,The battery seems adequate for most uses ~ 4.5 hour use/charge.,BATTERY#OPERATION_PERFORMANCE,positive
B00FU83YWS_19_A1MBI7JFXKWNWS,B00FU83YWS_19_A1MBI7JFXKWNWS:3,Screen is clear and bright.,DISPLAY#QUALITY,positive
B00FU83YWS_19_A1MBI7JFXKWNWS,B00FU83YWS_19_A1MBI7JFXKWNWS:4,Glad it has the DVD drive.,LAPTOP#DESIGN_FEATURES,positive
B00FU83YWS_19_A1MBI7JFXKWNWS,B00FU83YWS_19_A1MBI7JFXKWNWS:5,Perfectly adequate.,LAPTOP#GENERAL,positive
B00D7Z84OY_18_A293J8GU1DRRJ5,B00D7Z84OY_18_A293J8GU1DRRJ5:0,Great PC.,LAPTOP#GENERAL,positive
B00D7Z84OY_18_A293J8GU1DRRJ5,B00D7Z84OY_18_A293J8GU1DRRJ5:1,"The i7 is incredibly fast, the RAM makes it proper for several games (not on maximum quality).",LAPTOP#OPERATION_PERFORMANCE,positive
B00D7Z84OY_18_A293J8GU1DRRJ5,B00D7Z84OY_18_A293J8GU1DRRJ5:2,Great sound quality too.,MULTIMEDIA_DEVICES#QUALITY,positive
B00KMRGF28_212_A22IB8C8G5YVZD,B00KMRGF28_212_A22IB8C8G5YVZD:0,Nice laptop.,LAPTOP#GENERAL,positive
B00KMRGF28_212_A22IB8C8G5YVZD,B00KMRGF28_212_A22IB8C8G5YVZD:1,"I use it for school, its quick and has everything I need on it.",LAPTOP#OPERATION_PERFORMANCE,positive
B00KMRGF28_212_A22IB8C8G5YVZD,B00KMRGF28_212_A22IB8C8G5YVZD:2,Good battery life as well.,BATTERY#OPERATION_PERFORMANCE,positive
B00D7Z84OY_6_A3LVQPXOZD4VIT,B00D7Z84OY_6_A3LVQPXOZD4VIT:0,Wifi card not working right out of the box.,LAPTOP#CONNECTIVITY,negative
B00D7Z84OY_6_A3LVQPXOZD4VIT,B00D7Z84OY_6_A3LVQPXOZD4VIT:1,Dealing with HP support is a ridiculous and painful experience.,SUPPORT#QUALITY,negative
B00D7Z84OY_6_A3LVQPXOZD4VIT,B00D7Z84OY_6_A3LVQPXOZD4VIT:2,"I have spent more than 2.5 hours on the phone with them (over 4 different calls), only to get no where.",SUPPORT#QUALITY,negative
B00D7Z84OY_6_A3LVQPXOZD4VIT,B00D7Z84OY_6_A3LVQPXOZD4VIT:3,"Now I'm looking into the return process, which I'm sure will just be loads of fun, if my prior experience is any indication.",SUPPORT#QUALITY,negative
B00D7Z84OY_6_A3LVQPXOZD4VIT,B00D7Z84OY_6_A3LVQPXOZD4VIT:4,"Seriously, save yourself the hassle and purchase from a different company.",COMPANY#GENERAL,negative
B00D7Z84OY_6_A3LVQPXOZD4VIT,B00D7Z84OY_6_A3LVQPXOZD4VIT:5,"Used to love HP products, but this has soured me on the whole company.",LAPTOP#GENERAL,negative
B0096VDM8G_57_A2MZ152WGRBXCC,B0096VDM8G_57_A2MZ152WGRBXCC:0,By far the best laptop I've ever had.,LAPTOP#GENERAL,positive
B0096VDM8G_57_A2MZ152WGRBXCC,B0096VDM8G_57_A2MZ152WGRBXCC:1,"Its fast, powerful, screen display is top notch and the battery life is excellent for a laptop of this size.",LAPTOP#OPERATION_PERFORMANCE,positive
B0096VDM8G_57_A2MZ152WGRBXCC,B0096VDM8G_57_A2MZ152WGRBXCC:2,"My only concern is that since the battery is not external, I will not be able to change it out once it starts not to hold a good charge over a length of time.",LAPTOP#DESIGN_FEATURES,negative
B0096VDM8G_57_A2MZ152WGRBXCC,B0096VDM8G_57_A2MZ152WGRBXCC:3,I wonder if thats just Apples way of saying its time to get the newest and greatest laptop 3-4 years from now lol.,COMPANY#GENERAL,neutral
B00KMRGF28_158_A290OAUA8EAMP3,B00KMRGF28_158_A290OAUA8EAMP3:0,The product is average and works well.,LAPTOP#GENERAL,neutral
B00KMRGF28_158_A290OAUA8EAMP3,B00KMRGF28_158_A290OAUA8EAMP3:1,Works at a decent speed.,LAPTOP#OPERATION_PERFORMANCE,neutral
B00KMRGF28_158_A290OAUA8EAMP3,B00KMRGF28_158_A290OAUA8EAMP3:2,The mouse pad however is very loud which is why i gave it four stars.,MOUSE#QUALITY,negative
B00KMRGF28_172_A1RJ2J18DI98FG,B00KMRGF28_172_A1RJ2J18DI98FG:0,I had a great experience purchasing my Dell Inspiron i3531-1200BK 15.6-Inch Laptop.,LAPTOP#GENERAL,positive
B00KMRGF28_172_A1RJ2J18DI98FG,B00KMRGF28_172_A1RJ2J18DI98FG:2,"My laptop was easy to set-up, and I've had no problems to date.",LAPTOP#USABILITY,positive
B00FU83YWS_25_A3504VWFA6UMTO,B00FU83YWS_25_A3504VWFA6UMTO:0,Did not disappoint me at all.,LAPTOP#GENERAL,positive
B00FU83YWS_25_A3504VWFA6UMTO,B00FU83YWS_25_A3504VWFA6UMTO:1,Lenovo is the best laptop.,LAPTOP#GENERAL,positive
B00FU83YWS_26_A3I7Q5Y8IIS1YE,B00FU83YWS_26_A3I7Q5Y8IIS1YE:0,Built in mike is really poor and unusable for Skype or any other purpose.,MULTIMEDIA_DEVICES#QUALITY,negative
B00FU83YWS_26_A3I7Q5Y8IIS1YE,B00FU83YWS_26_A3I7Q5Y8IIS1YE:1,And the only microphone input is for a combo Mike/Speaker plug.,LAPTOP#DESIGN_FEATURES,negative
B00FU83YWS_26_A3I7Q5Y8IIS1YE,B00FU83YWS_26_A3I7Q5Y8IIS1YE:2,So to communicate I need to wear ear plugs or a headset with a built-in mike.,LAPTOP#USABILITY,negative
B00FU83YWS_26_A3I7Q5Y8IIS1YE,B00FU83YWS_26_A3I7Q5Y8IIS1YE:3,That's a nuisance for family Skype calls...only one can speak at a time.,LAPTOP#USABILITY,negative
B00FU83YWS_20_ANRBJAFRZR1M8,B00FU83YWS_20_ANRBJAFRZR1M8:0,"We haven't used it enough or had it long enough to give it 5 stars, but so far it has been a very good laptop.",LAPTOP#GENERAL,positive
B00FU83YWS_20_ANRBJAFRZR1M8,B00FU83YWS_20_ANRBJAFRZR1M8:1,Several other reviewers made comments on the keyboard and now I can understand why --- this keyboard is the nicest to use of any laptop we've ever owned.,KEYBOARD#USABILITY,positive
B00FU83YWS_20_ANRBJAFRZR1M8,B00FU83YWS_20_ANRBJAFRZR1M8:2,"I'm a life-long desktop computer user, and the keyboard on this laptop is as close to a ""normal"" keyboard as I've ever seen.",KEYBOARD#GENERAL,positive
B00FU83YWS_20_ANRBJAFRZR1M8,B00FU83YWS_20_ANRBJAFRZR1M8:3,We like this new laptop -- a lot!,LAPTOP#GENERAL,positive
B00FU83YWS_36_A21F9QHZIQH13I,B00FU83YWS_36_A21F9QHZIQH13I:0,Very good performer for the price.,LAPTOP#OPERATION_PERFORMANCE,positive
B00FU83YWS_36_A21F9QHZIQH13I,B00FU83YWS_36_A21F9QHZIQH13I:1,"Not blazing fast, but quick enough.",LAPTOP#OPERATION_PERFORMANCE,positive
B00FU83YWS_36_A21F9QHZIQH13I,B00FU83YWS_36_A21F9QHZIQH13I:2,One really nice thing about Lenovo laptops is that they are not cluttered with a bunch or trial software.,LAPTOP#DESIGN_FEATURES,positive
B00FU83YWS_36_A21F9QHZIQH13I,B00FU83YWS_36_A21F9QHZIQH13I:3,The desktop was clean once I got it up and running.,LAPTOP#DESIGN_FEATURES,positive
B00FU83YWS_36_A21F9QHZIQH13I,B00FU83YWS_36_A21F9QHZIQH13I:4,"Battery life is above average, and it charges quickly.",BATTERY#OPERATION_PERFORMANCE,positive
B00FU83YWS_36_A21F9QHZIQH13I,B00FU83YWS_36_A21F9QHZIQH13I:5,Keyboard is sturdy.,KEYBOARD#QUALITY,positive
