,0,aspect,prediction
1321,cons : ,,
1322,the only thing i do n't like about this is the cover does suck . ,cover!-,cover!suck|thing!suck
1323,"i dropped it from the couch , landed on carpet and the cover and battery flew out . ",,
1324,"it 's kinda heavy , kinda like having a walkman . ",weight!-,kinda!like|walkman!like
1325,"headphones suck , i would invest in some cool ones since it has the eax feature . ",headphone!-,
1326,the software sucks . ,software!-,software!sucks
1327,it overrides songs so you have to go in there and put it your own titles especially if you have remixes . ,,
1328,also the feature to automatically put in the song information is n't always accurate . ,feature!-,feature!accurate
1329,"you discover this later when you 're listening to a song and it 's the wrong title , causing you to rename everything on your own . ",,title!wrong|song!title
1330,i was prepared to love it . ,,
1331,"i 've had this thing for less than a month , treated it quite well , never dropped it , and the headphone jack is all screwed up . ",headphone jack!-,jack!screwed|headphone!screwed
1332,now i have to return it and rip all my music again . ,,music!rip
1333,good thing i got a replacement plan . ,,thing!good|plan!thing
1334,wish it included somebody to re-rip all the songs . ,,
1335,"reading other reviews , i do n't think the replacement one will be any better . ",,replacement!better
1336,i 'm not looking forward to ripping my entire collection every month or two . ,,|collection!entire|month!collection
1337,maybe i 'll get lucky with the next one . ,,
1338,"kind of bulky and the wheel is awkward , but i can deal with that . ",size!-,kind!awkward
1339,"software definitely sucks , hangs up my notebook about half the time , but i do n't mind buying notmad . ",software!-,software!sucks|notebook!hangs|time!notebook
1340,i am annoyed that the player 's not automatically recognized as a hard drive . ,player!-,drive!hard
1341,i do n't want to install software and drivers on every computer i 'm ever at . ,,
1342,makes me use it much less than i otherwise would . ,,
1343,"looking at the glowing reviews from people that have had this for a week or two , i kind of wish people would wait until they 've had a product a little while to review it . ",,|while!little|week!while|product!while
1344,"i loved it until it broke , but less than a month is not an acceptible period of time for something to work . ",player!-,|period!acceptible|time!acceptible|month!period|something!acceptible
1345,"i loved this product when i first got it - great sound , easy to use ( even though i agree that the software was n't the best ) and held enough songs to suit any mood . ",product!+|sound!+|use!+,product!loved|software!best
1346,i was willing to live with the larger size ( inconvenient on the road ) but the durability was a big zero . ,durability!-,zero!willing|size!inconvenient|size!willing|road!size|durability!big
1347,always carried it in a case in by briefcase but one day the hard drive just zapped . ,hard drive!-,drive!zapped|day!drive
1348,tech support could n't figure it out and gave up . ,,
1349,"i am disappointed and looking elsewhere for something that can withstand the "" rigor "" of a business traveler . ",player!-,
1350,i bought the 30gb zen xtra from a well-known national electronics store as soon as i saw they were advertising it for $ 219.99 . ,,|xtra!30gb|zen!30gb
1351,"the combination of the price , storage size , and player features makes this player the best on the market . ",player!+,player!best|combination!best|market!player
1352,the biggest drawback that people have about the zen xtra is the software . ,,software!drawback
1353,"fact is , it could n't be easier to use . ",software!+,
1354,"these models now ship with creative 's mediasource program , which allows you to highlight the files on your computer that you want to add to your zen xtra , click a button , and transfer it straight to your player . ",,
1355,"assuming you have filled in all the id3 tags on your mp3s , you will not have any problem finding them on your zen xtra . ",,
1356,"sound quality on this is amazing , as with all creative products . ",sound quality!+,quality!amazing
1357,even leaving it on the default setting ( without the eax enhancements ) produces crystal clear playback . ,sound!+,playback!clear|crystal!clear
1358,"the menu allows you to search for files by artist , genre , and album quite easily . ",menu!+,
1359,"the battery stays charged for a long time , and takes no more than 2 or 3 hours at most to fully recharge via the included ac adapter . ",battery!+,|time!long
1360,"connect the player to your computer ( via usb ) , open up mediasource , and you can listen to your stored mp3s as they stream directly from the xtra ! ",player!+,|mediasource!open
1361,"get those mp3s off your hard drive , save space , and enjoy your massive music library . ",,drive!hard|music!enjoy|library!enjoy
1362,awesome feature . ,,feature!awesome
1363,usb 2.0 transfer is insanely fast . ,usb 2.0!+,transfer!fast|usb!fast
1364,"minor complaints : 1 ) even though the music is sorted via id3 tag on the player , the option to search for music contained in a folder is unavailable . ",folder!-,option!unavailable|folder!unavailable
1365,"that is , if a folder on your computer called "" mp3 "" has slayer ( thrash metal ) , stravinsky ( classical ) , and ice cube ( rap ) in it , you will only be able to play the contents of that folder by searching for the artists or genres manually . ",,slayer!thrash|stravinsky!thrash|metal!thrash|cube!thrash|mp3!slayer|ice!slayer|rap!slayer
1366,"the zen xtra will transfer the files to the player , but not the folder name . ",folder!-,
1367,not a big hassle as many would have you think . ,,|hassle!many
1368,"2 ) having unfilled id3 tags will cause music to be potentially placed in a folder called "" unknown . "" ",id3 tag!-,folder!unknown
1369,"i would recommend against using id3v2 tags , and stick with id3v1 only . ",,|id3v1!only
1370,"when the previous versions of the zens were shipped with musicmatch , people had this problem because musicmatch creates both sets of tags , which seem to confuse the zen xtra . ",,xtra!confuse|zen!confuse
1371,take the time to fill in those tags ! ,,
1372,"3 ) with mediasource being so easy , i found no use for the bundled nomad explorer software . ",nomad explorer!-,mediasource!easy
1373,"in fact , it caused my system to hang more times than not , so i uninstalled it and stuck with mediasource 100 % . ",nomad explorer!-,
1374,so what are you waiting for ? ,,
1375,get one now ! ,,
1376,i received this as a gift for christmas . ,,
1377,my first impression was positive . ,player!+,impression!positive
1378,after using it for a few weeks ( the amount of time before the hard drive crashed ) it revealed a few of its shortcommings . ,,amount!crashed|time!crashed|drive!crashed
1379,"first , the sound quality is okay , but ( as at least one other reviewer has mentioned ) the eax can cause audio interference after about 30 minutes . ",eax!-,eax!interference|quality!okay|interference!eax|reviewer!other
1380,at first i thought it was my headphones but it was not . ,,
1381,it was just a problem with the player . ,,
1382,"second , the menu system and controls are poorly designed . ",menue!-,system!poorly
1383,the toggle button that is used to scroll is poorly designed and does not work well . ,scroll!-,button!poorly
1384,the general button placement is not very user friendly . ,button!-,placement!friendly|button!friendly|user!placement
1385,this would not be a great problem if you did n't have so much info to scroll through on a regular basis . ,,|info!much|problem!info|basis!regular
1386,"third , the poor design continues with the case . ",case!-,design!poor|case!third
1387,the flap completely covers the screen because there is no window to see it . ,,
1388,it also covers over the power jack when closed . ,,
1389,"after the first one fatally crashed , the replacement did not work . ",,replacement!work
1390,i bought an ipod and am very happy with it . ,,
1391,"overall , a good buy for the price . ",price!+,buy!good|price!good
1392,"easy enough to navigate through , although i 'd prefer a sturdier button besides the thumbwheel scroll / pushbutton . ",navigation!+,pushbutton!enough|scroll!prefer|button!prefer
1393,my biggest complaint is the battery life or lack there of . ,battery life!-,life!complaint|battery!complaint|lack!complaint
1394,there is no way the battery supplied lasts 14 hours ! ,battery!-,
1395,"at best , i 've gotten 3 hours + . ",,
1396,i 've tried draining it until it wo n't turn on & recharging it overnight . ,,
1397,no difference . ,,
1398,"if you 're intrested in buying a spare battery it 'll run you another $ 50 , a little steep i thought . ",,|battery!spare
1399,i 've also had the nomad zen lock-up several times . ,lock up!-,|zen!nomad|zen!several
1400,the good news is if you can 't get it to reset / reboot you can still pull the battery and reinstall it . ,,news!good|t!news
1401,that 's a huge plus by itself compared to the infamous ipod and similar mp3 players where the battery is permanently installed & removing it voids the warranty . ,,ipod!infamous|mp3!similar
1402,the nomad zen could use a little sturdier construction like the archos jukeboxes or some kind of shock resistant case . ,construction!-,construction!sturdier|zen!nomad|kind!resistant|case!resistant|shock!resistant
1403,"at the very least , a sturdier more protective carrying case would be nice . ",case!-,case!nice
1404,"pros : huge storage capacity for the price , easy to navigate , can modify existing playlists on the fly , has a removable battery ",storage!+,capacity!easy|capacity!pros|battery!removable|fly!pros|storage!huge|price!huge
1405,cons : ,,
1406,"battery life is about 1/4 of that advertised , no operators manual available for any of the nomad zen players ( on or off-line ) , occasional software lockups , replacement battery is expensive ",battery life!-,zen!expensive|software!expensive|battery!expensive
1407,note : about 2gb ( 5 % ) of the advertised 40gb of storage capacity is used for the operating software ( firmware ) . ,,|%!2gb|note!2gb|software!note|40gb!%
1408,"this is nothing new , every mp3 player , memory card , etc. , used for digital media today has some kind of preloaded operating software on it . ",,|nothing!new|player!new|card!nothing|mp3!nothing|software!preloaded|kind!preloaded|memory!nothing|operating!preloaded
1409,what 's going on creative labs ? ,,
1410,"is it a coincidence that i no longer can get any of your nomad zen xtras ( worst name ever ) at best buy and now the 60gb nomad xtra is "" sold out "" or more likely "" discontinued "" at the almighty amazon.com ? ",,name!worst|buy!best|nomad!60gb|xtra!60gb
1411,hmmmmm .... ,,
1412,"if you read reviews for the 4 main contenders in this market - the ipod , creative zen , rio karma and iriver ihp - you 'll notice that each has their pros and cons ; none are perfect and you should decide whether you want to take to take the plunge now or later . ",,zen!creative|ipod!creative|none!perfect|market!main
1413,"if your view in life is that you are going to pay $ x00 to get a device then it must be near ideal - ruggedly constructed , fault proof , good product support , easy to use software - then do yourself a favor and do n't buy yet . ",,device!ideal|proof!ideal|ideal!device|support!ideal|software!easy
1414,all the products have drawbacks and are not mature yet ; if you expect value and reliability then wait a while . ,,
1415,"if you are ok paying $ x00 for something that can be used now , but is likely to both get better and cost less in the future then try to determine which device is the lesser of evils for you . ",,|something!ok
1416,ipod clearly has the most buzz . ,,ipod!clearly|buzz!clearly
1417,great design and looks cool . ,,design!great|design!cool|cool!design
1418,most people love the appearance and praise the touch sensitive buttons . ,,appearance!love|touch!praise
1419,"it has a hold button to deactivate the buttons to avoid accidents ; however , enough reviewers have complained that the hold button is easily broken and then the device can 't be used . ",,button!broken|hold!broken
1420,some of the more geeky ( non-apple type ) reviewers complain that the scrollwheel is annoying after a while and they resent being forced into this apple-like interface . ,,type!geeky|interface!resent|scrollwheel!annoying|while!scrollwheel
1421,"everyone complains about the non-replaceable battery , yet this is the price of sturdy construction . ",,everyone!complains|price!sturdy|battery!non-replaceable|construction!sturdy
1422,"ipod can be used as an external disk , and apparently stores files without problem . ",,|disk!external
1423,"however , the music and data are apparently not separated ; ipod reviewers complain about "" white noise "" in random feedback mode that comes from appointments / contacts created on the ipod during synchronization . ",,noise!complain|ipod!complain|mode!complain|feedback!random
1424,"synchronizing music among computers , if you have more than one , seems to be an issue ; research this before buying if you have multiple computers you want to be synchronized . ",,music!issue|research!issue|issue!music
1425,reviews for sound quality are generally ( but not universally ) positive . ,,quality!positive
1426,"reviews of apple 's support are generally poor ; they seem to address issues in warranty , which covers a short time after delivery / pickup of item . ",,support!poor|time!short|delivery!short|warranty!time|pickup!short|item!time
1427,after that it seems like you 're on your own . ,,
1428,"ipod has no stop button ; when new users mention this ipod veterans call it "" unnecessary "" and "" so 20th century "" . ",,
1429,"creative zen feedback suffers from construction quality , poor product support , difficulty of using the scroll wheel and reasonably consistent feedback about problems with the headphone jack . ",construction!-,feedback!suffers|zen!suffers|wheel!suffers|quality!feedback|support!quality|product!quality|difficulty!wheel
1430,construction quality is a difficult item . ,,item!difficult|quality!difficult|construction!item
1431,the zen has a detachable face plate that allows the battery to be replaced . ,,plate!detachable|face!detachable|zen!plate
1432,what is added in functionality ( battery replacement ) detracts in build quality as the face plate is prone to popping off . ,build!-,functionality!detracts|plate!prone|face!prone
1433,drop if just a few inches on a hard surface and the faceplate pops off ( but not if it 's in its case ) . ,,surface!hard|faceplate!hard
1434,many reviewers say the faceplate simply did n't fit well so they returned the zen . ,,faceplate!well
1435,"feedback on creative 's product support is universally poor ; this is not limited to the zen , it applies to all the company 's products . ",support!-,feedback!poor|support!poor
1436,the scroll wheel is finicky ; it works most of the time but there is a learning curve for pressing it just right ; new users say they have 50 % - 75 % success rate ; some find it so frustrating that they just return the device . ,scroll wheel!-,wheel!finicky|scroll!finicky|curve!finicky|time!works
1437,the creative software is awkward / difficult to use and just plain does n't load on some computers . ,software!-,software!awkward
1438,enough people have reported that their headphone jack does n't work after a month of using the device to believe that creative has some inbuilt manufacturing or quality control problem . ,headphone jack!-,jack!work|headphone!work|manufacturing!inbuilt|manufacturing!creative|problem!manufacturing|month!jack|quality!manufacturing|control!manufacturing
1439,"the zen does n't support folders so it is not really a storage device ; even with third party software that "" creates "" folders , documents and programs can 't be launched from the zen , so it is not a hard disk , it 's a storage device at best . ",folder!-,zen!support|device!hard|software!third|t!third|disk!device|party!third
1440,reviews for sound quality are generally ( but not universally ) positive . ,sound quality!+,quality!positive
1441,the zen has no stop button . ,,
1442,veteran zen users have explained how to stop if that 's what you want . ,,
1443,the rio karma feedback suffers from sensitivity in the hard disk . ,,feedback!suffers|rio!suffers|disk!hard|karma!suffers|sensitivity!feedback
1444,"it seems like movement , even small movement , causes skipping in playback and even the device freezing . ",,movement!freezing|freezing!movement|playback!freezing
1445,"if you plan to carry the device around ( it is a mobile device , right ? ) then this is something you might want to think about . ",,|device!mobile|right!mobile
1446,"karma gets consistently good reviews for sound quality and connectivity from its docking device , which has rca output jacks and ethernet jacks for connectivity . ",,quality!good|connectivity!sound|device!sound
1447,"usability ( button usage , feature selection , menu structure , display size and quality ) also has good feedback . ",,feedback!good|usability!feedback
1448,repair seems to be an issue ; some say the repair do n't exist ,,repair!issue|issue!repair
1449,- you just have to buy a new player . ,,|player!new
1450,perhaps because of its smaller user base there is also a lack of accessories . ,,base!lack
1451,"like the zen , the karma does not support folders and is not designed to be a data storage device . ",,karma!support|zen!karma
1452,"it only comes in 20gb ; enough for most people , not for those with large collections ripped at high sampling rates . ",,|sampling!high
1453,the karma does have a stop button . ,,
1454,there are n't many reviews for the iriver ihp . ,,|ihp!many
1455,those that have it like it . ,,
1456,"the only complaint seems to be that the disk rotation is slow , leading to longer delays in some functions ( playback and even a slow display of the menu ? ) . ",,rotation!slow|complaint!slow|display!slow|disk!slow|playback!display|menu!slow
1457,otherwise feedback seems to be good . ,,feedback!good
1458,"no comments on reliability , warranty , repairs , accessories . ",,
1459,"no-one mentions whether there is a stop button , but the photos do n't show one . ",,
1460,none of these are perfect . ,,none!perfect
1461,if you have the appetite choose the one that you think has the least deficiencies or is best suited to you . ,,
1462,accept that there will be better devices ( or new generations of these ones ) in a year or two that will cost less . ,,year!better
1463,"if that is for you then pay the money , learn from the experience and you 'll be a more informed buyer when you buy device # 2 . ",,
1464,"if you are n't into paying $ x00 to learn and experiment , or the cons outweigh the pros , then wait a year or so . ",,
1465,"sure , this thing is definitely more cost-effective than an ipod . ",price!+,thing!cost-effective|ipod!thing
1466,"but with a low price , comes lower quality . ",quality!-,|price!low
1467,"our special friends at creative gave this thing good sound quality , great features , long battery life , and an unbeatable price . ",sound quality!+,quality!good|life!good|price!unbeatable|price!good|thing!quality|battery!long
1468,the catch is it 's built like a piece of crap . ,player!-,
1469,it lasted about 1 1/2 weeks . ,,
1470,"i did n't abuse it , i charged it every day , but the headphone jack just sort of fizzled out . ",headphone jack!-,
1471,"i tried re-setting it , i tried just about every pair of headphones in my house ( 10 pairs ) , and nothing worked . ",,nothing!worked
1472,"so i contacted customer service at creative , but they said , "" if the product seems broken , we cannot help , "" or something to that effect . ",,product!broken
1473,wow . ,,
1474,"do n't get me wrong , the thing was like heaven for about a week . ",,thing!heaven|heaven!wrong
1475,"if you want a quality mp3 player , splurge on an ipod . ",,
1476,"if you really need to save , buy this thing on amazon , they eventually gave me a full refund . ",,
1477,"i bought myself an rca mp3-cd player , and i 'm happy with that until a cheap , worthwhile mp3 player coomes out . ",,player!cheap|rca!cheap|mp3!mp3-cd
1478,i bought the player this week and i like it by far . ,player!+,
1479,"this is my fourth mp3 player ( creative nomad jukebox2 and 3 , rio chie , and this one ) , and my third player from creative . ",,jukebox2!creative|player!creative|mp3!fourth|nomad!player
1480,here 's something you have to know before you considering about buying this one . ,,
1481,pro : 1 . ,,
1482,removable and cheap battery - a li battery usually works properly for 1-3 years . ,battery!+,battery!works|li!works
1483,my friend has an i-pod for about 2 years and the battery has so so messed up . ,,
1484,his i-pod can only play for a couple of hours with a fully recharging now . ,,|i-pod!only|couple!i-pod
1485,2 . ,,
1486,value : comparing data storage with price . ,value!+,
1487,3 . ,,
1488,size and style : ,,
1489,the appearance is okayed ( at least not ugly ) . ,appearance!+,appearance!ugly
1490,the size is small ( just a little bit bigger than an i-pod . ) ,size!+,|size!small|bit!size|i-pod!bit
1491,4 . ,,
1492,easy to use : a lot of reviews has mentioned about this ,use!+,
1493,con : ,,
1494,"the software , mediasource , cannot work on my pc . ( laptop , intel p4-2.0 , xp os ) . ",mediasource!-,software!work|mediasource!work|pc!software
1495,a tons of reveiws has reported this problem and the same here . ,,
1496,"in fact , each of my creative mp3 players had software problem in the first place . ",software!-,mp3!creative|place!first|fact!problem
1497,"however , the creative lab did come out new update to fix their software problems . ",,lab!creative
1498,i am crossing my finger and wish they will fix the problem . ,,
1499,"ps : ( mediasource provides similar functions with ms mediaplay such like cd ripping , tagging , music database managing , music file transfering , and more ) ",,|mediaplay!similar
1500,"now i use ms mediaplayer , musicmatch ( free downladed ) , and "" explorer / my computer / grab files from disk c or d into the player "" to replace the mediasource . ",,musicmatch!free|mediaplayer!musicmatch|use!musicmatch|explorer!mediaplayer|player!mediaplayer|computer!mediaplayer
1501,"in short , this player is good at size , value , hardware design but really bad at its software ",size!+,player!good|size!player|value!size|hardware!size|design!size|software!size
1502,"alright , well i read alot of these reviews , and i read alot of bad and good things about this player . ",,alot!well|player!bad|alright!alot
1503,"well to say , i had a very bad history with players . ",,history!bad
1504,"one broke , one got stolen , and then i bought the riovolt sp - 350 . ",,
1505,"if you are planning to buy that player , do not ! ",,
1506,that player is a complete piece of sh ***. ,,|piece!complete|player!complete|***!complete
1507,"i returned it once , then i sent it back , and it is crap . ",,
1508,now getting back to this . ,,
1509,"i ordered this player for christmas , and so far i have it for only 2 weeks . ",,
1510,"now as others said , so far this player is an awesome player , there are flaws . ",,player!awesome|player!awesome
1511,cons : ,,
1512,1 . ,,
1513,"the display is awesome , you can see everything you want and read it clearly ",display!+,display!awesome|everything!clearly
1514,2 . ,,
1515,"huge storage space , i loaded my entire collection of music , which isnt that much , 400 songs , and still have 26 gb , out of the 28 provided to you . ",storage!+,|space!huge|storage!huge|collection!entire|music!entire
1516,( 28 not 30 because software itself takes space ) . ,,
1517,and those songs mostly are 320 kbps. ,,
1518,3 . ,,
1519,"the sound is awesome , but if u put it too loud , depends on yoursound quality , the sound might crack . ",sound!+,sound!awesome|u!loud|quality!yoursound
1520,4 . ,,
1521,"with eax on , you can modify your sound , with 4 different presets , which is pretty good , you can get different variations with it . ",eax!+,|eax!sound
1522,5 . ,,
1523,"if you use software correctly , put in all the id3 tags , you will get an awesome database collection , from which you can easily access your songs . ",software!+,collection!awesome|software!correctly|database!awesome
1524,"you can also search for your song , which is good . ",,
1525,6 . ,,
1526,"i dont know what other people are saying , but the software is awesome . ",software!+,software!awesome
1527,"you can easily access ur files , and easily fill in the id3 tags , which can take a while with a big collection of music , but if your not lazy , you will do it without a problem . ",,|collection!big|music!big
1528,"and i read today that you can also have online fill out the id3 , so its not a problem . ",,today!problem
1529,7 . ,,
1530,"battery recharge , is an awesome thing , because it recharges in only like 2-3 hours . ",battery!+,thing!awesome|recharge!awesome|battery!thing
1531,8 . ,,
1532,"when you turn on your player , the player turns on really fast , and the music continues to play , as you left it when you were turning it off . ",player!+,player!fast
1533,9 . ,,
1534,"you can manage your profile , change the contrast of backlight , make different type of display , either list or tabbed . ",manage!+,|type!different|display!different
1535,"you can do other different things with it such as choose what kind of "" now playing "" interface , you can see the interface as modern or classical . ",interface!+,|kind!such
1536,"there is an alarm , i still havent used it yet , but it should be good . ",alarm!+,
1537,"there is a clock , and date , which can get helpful . ",clock!+,date!helpful|clock!date
1538,10 . ,,
1539,"the player has firmware , which will remove the glitches , if there are any . ",firmware!+,firmware!glitches|player!firmware
1540,11 . ,,
1541,"the music plays awesome , never skips , even if u run for a bit , so you can listen to music without interruption . ",music!+,music!awesome
1542,cons : ,,
1543,1 . ,,
1544,"the one and most major thing that i was dissapointed with , in this player , is the battery life . ",battery life!-,|thing!major|life!thing|player!life
1545,"the product manufacturer promised me 14 hours , and what i recieved was 6-8 . ",,manufacturer!promised|product!promised
1546,5 hours max. i did it like this ,,
1547,eax on : 6 hours eax off : 8.5 hours ,,
1548,2 . ,,
1549,the panel seems like it will come off very easily as other people have said . ,panel!-,
1550,3 . ,,
1551,you need the software to actually transfer files ,transfer!-,
1552,4 . ,,
1553,"the player has its minor glitches like for example when i turn it on , 60 percent of the time , it sais , shutting down , which means i have to turn off , and turn it on again , which is not to my likings . ",player!-,player!glitches
1554,"also , the player sometimes freezes , not a very big problem , but can also be annoying . ",lock up!-,player!freezes|problem!freezes
1555,"( but as any hard drive , all of them freeze at certain points ) ",,drive!hard
1556,"well thats about it , and as people said in earlier previews that the headfone jack gets messed up , stil havent happened to me , and i hope it doesnt . ",,jack!messed|headfone!messed
1557,"and also , it 's priced very affordably . ",price!+,
1558,"with 40gb of storage i have about 7,500 songs on the player ( everything music file i have is on there ) with room for about 2,500 more . ",storage!+,
1559,a similarily priced 15gb ipod would n't have been nearly enough room . ,,room!enough|ipod!enough
1560,having my entire music collection is great when travelling ( both on plane and car trips ) and i do n't have to decide what to bring or copy onto the player -- it 's all there . ,,collection!great|music!entire
1561,having to copy / delete files would be time-consuming and is rendered a non-issue with 40gb of storage . ,,
1562,"the software interface supplied was very easy to use but i went ahead and got red chair 's "" notmad "" software because of some advanced features i wanted . ",software!+,interface!easy|software!notmad|notmad!red|chair!software
1563,the sound is great even with the supplied earbuds -- but i find earbuds uncomfortable so i use different headphones . ,sound!+,sound!great
1564,on planes i use a splitter so two headphones can be plugged in for two people and the sound is equally good . ,,
1565,sound settings can be adjusted for personal preference . ,sound setting!+,|preference!personal
1566,accessing files by artist and album ( i mostly look things up by artist ) is easy and intuitive . ,accessing file!+,artist!easy|album!artist
1567,possibly the biggest advantage this player has ( if price was n't enough ) is the fact that the user can replace the battery him / herself by opening the lid and popping in the new battery . ,battery!+,fact!advantage|price!advantage|battery!new|advantage!price|user!battery
1568,"since batteries do run out on everything , this will also be a big money-saver since ipods , irivers , rca , dell , all have built-in batteries that need to be replaced by a technician ( apple charges 100 bones for the battery replacement ) . ",battery!+,|money-saver!big
1569,"try before you buy if at all possible : although i am a mac addict now for over a decade and everyone i know has previously bought an ipod , the nomad zen xtra was a far better value and is just as easy to use with regards to both hardware and software interface . ",value!+,value!better|ipod!addict|xtra!nomad|zen!nomad|addict!ipod
1570,i personally am not crazy about the looks of either the ipod or the nomad . ,,
1571,the ipod 's white plastic look / surface does n't suit me . ,,|look!white|ipod!white|surface!look|plastic!white
1572,"i like the nomad 's color better , but it 's not terribly flashy . ",color!+,color!better|nomad!better
1573,the mini ipod 's look the best to me -- but with only 4gb there 's no way i would ever buy any mp3 player with a measly 4gb of storage . ,,look!best|ipod!best
1574,"my advice to mp3 buyers : consider how much storage space you will need , then try and listen before you buy -- mp3 players can only fully evaluated by holding and listening to them . ",,|space!much|storage!much
1575,i have had mine for a month now and have to say i have enjoyed it . ,player!+,
1576,the pros : ,,
1577,price ! ,price!+,
1578,almost half what an ipod would cost you ! ,,
1579,i do n't care how it looks and i always drive so the size is not important to me . ,,size!important
1580,"sound quality is wonderful , i really like the smart volume sound normalization . ",sound quality!+,quality!wonderful|normalization!wonderful|volume!smart|sound!smart
1581,yes the included earphones suck but everyone replaces them anyway . ,earphone!-,
1582,i quickly got to use to the interface and can find any song / playlist etc fast enough . ,interface!+,song!enough|playlist!enough
1583,i also liked the fact that you can save custom playlist you made on the player not just the computer ! ,playlist!+,fact!liked
1584,cons . ,,
1585,creative software stinks . ,software!-,software!stinks
1586,it 's horrible . ,,
1587,redchair software makes nice software that allows you to do everything you would want to and more ! ,,software!nice|redchair!nice
1588,the front cover can pop off easily but i always have mine in the case so i did n't notice after first day . ,cover!-,|cover!front|day!first
1589,have had the player since xmass and love it ! ,player!+,
1590,pros : ,,
1591,"great sound , very long battery life ( i routinely play it for 12 + hours ) , very fast recharges rate , removable battery , storage size , nice screen , firmware updates , and great price . ",sound!+|firmware!+,sound!great|life!great|battery!removable|rate!sound|size!rate|price!sound|screen!nice|storage!rate|firmware!rate
1592,cons : ,,
1593,"short warranty ( 3 months , so i got the extended warranty at best buy ) , occasional freeze up ( easily fixed by popping out battery ) , somewhat flimsy navigation wheel . ",warranty!-,buy!best|warranty!best|wheel!flimsy|wheel!short|freeze!best|navigation!flimsy
1594,neutral : ,,
1595,i did n't even try the included software . ,,
1596,"i just bought notmad manager ( $ 25 ) and file transfers are easy drag and drop , songs stored by id3 tags not by folders , needs to have software on computer to transfer files , no window on case ( nice case otherwise . ",,manager!drag|window!nice|case!nice|drag!notmad|drop!drag|file!manager
1597,"this is an excellent player , especially for the price , with features that are comparable to and even excel the ipod . ",player!+,player!excellent|price!excellent|ipod!excel
1598,"for a price that 's still less than even the lowest level ipod i was able to get this 40gb monster , and the best part is it works as great as it was advertised to and then some . ",price!+,part!works|ipod!able|level!able|price!part|monster!able
1599,here are the pros and cons ( few there are ) in detail : ,,
1600,look / design : ,,
1601,"the system is terrific in size and design , imo looking better than the ipods . ",size!+,system!terrific|imo!better|size!system|design!size
1602,"it 's bigger , but people have grossly exaggerated the size differences - it 's only about half an inch longer and 1/3 inch thicker than the new-generation ipods . ",,|inch!only
1603,"it 's very solidly built , and has a nice dense feel to it . ",build!+,feel!nice
1604,i find all of the controls well-placed and not flimsy in the least . ,control!+,
1605,"the scroll wheel is better than the ipod 's as well , in that you do n't risk giving yourself a cramp running your thumb around in circles endlessly - just a small nudge of the finger and you 're there . ",scroll wheel!+,wheel!better|scroll!better|nudge!risk|ipod!better|cramp!risk|finger!risk
1606,the screen 's large and easily read . ,screen!+,|screen!large
1607,"the only beef i can raise in this regard is the pop-off face , that sometimes comes off a bit easily , but besides that it 's perfect . ",pop-up face!-,|beef!only
1608,"sound : exceptional , though i can 't really compare it to the ipod . ",sound!+,sound!exceptional
1609,from what i 've heard it 's at least equal . ,,
1610,"like others have mentioned , you can manage to hear new things in songs even though they 're on lower bit levels . ",,
1611,"there 's no so-called background hiss that i 've noticed , at least so far . ",,background!hiss
1612,interface - practically seamless . ,interface!+,interface!seamless
1613,"songs are recognized automatically by id3 tags , which at first i was against since i had organized my files by folder with a previous player from iriver . ",,|player!previous|folder!previous|iriver!previous
1614,yet after ensuring that all the id3 tags are in order ( with the software which is actually not as bad as people make it out ) it actually turns out to be really handy . ,id3 tag!+,
1615,"it 's a dedicated music playing device , anyway , so this serves it better . ",,music!dedicated|music!better
1616,"you can find any song quicky by an artist , album , or genre search . ",,
1617,"playlists can be generated on the fly ( which is a bit clunky but still a really nice bonus ) or by using the software , and there are a bevy of eq options . ",playlist!+,fly!clunky|bit!fly|bonus!fly|software!fly
1618,the only thing missing is an option to adjust the balance . ,balance!-,|thing!only|option!only
1619,software : ,,
1620,"as i mentioned before , the creative mediasource software is actually really robust despite what others have said , though notmad may still work better . ",mediasource!+,software!robust|mediasource!robust|notmad!work
1621,"it 's easy to transfer , preview , and organize files . ",mediasource!+,
1622,"the in-program id3 tag editing is a strong point , as well . ",id3 tag!+,point!strong|editing!strong|id3!in-program|tag!point
1623,it was no problem for me to use their software . ,software!+,
1624,"some may complain that there 's no drag-and-drop capability , but what they should realize is that this is mainly a portable music player , not a computer accessory or hard drive . ",,player!portable|music!portable|drive!hard|accessory!portable
1625,the software and design are geared towards enhancing the music experience . ,,
1626,"overall , i 'm giving this 5 stars as i 've seen nothing of the problems people have repeatedly cried havoc over , but as i 've only had the player for a while i leave room for doubt if the headphone jack , hissing , or scroll wheel problems show up with me too . ",player!+,jack!hissing|player!only
1627,"so far , however , i 'm a very happy customer . ",,customer!happy
1628,please consider this much superior piece of equipment before plopping down half a grand for an ipod . ,equipment!+,piece!superior|equipment!superior
1629,do n't buy this player . ,player!-,
1630,i recently bought this after my archos 20 multimedia self-destructed ( do n't get me started on that piece of junk ! ) and expected it to be flawless . ,,
1631,"unfortunately , after loading 280 + songs , all i get now is "" player either not connected or busy . "" ",player!-,player!unfortunately
1632,it will not load any further songs on and customer service has no idea what to do . ,,|service!further
1633,do n't buy this player . ,player!-,
1634,do not buy this product -- ,product!-,
