,index,sentence,lambda,raw_aspect,sentiment,aspect,target
300,300,and while it is cool and fun and has no film processing costs . ,"CC(CC(has_VB_N_0(film_NN_N_0(CC(processing_NN_N_0,costs_NNS_N_0))),CC(fun_NN_P_1,cool_JJ_P_1),it_PRP_N_0))",['fun_NN_P_1'],[1],['fun'],
301,301,they have n't got all the bugs worked out just yet . ,"got_VB_N_0(worked_VB_P_1(bugs_NNS_Ne_1),they_PRP_N_0)",[],[],[],
302,302,"most of the time , my g3 is a well-behaved camera . ","is_VB_N_0(wellbehaved+camera_NN_N_0,CC(g3_NN_N_0,time_NN_N_0,most_JJ_N_0))",[],[],[],
303,303,"but once in a while , i run up against it 's major flaw : ","CC(while_NN_N_0(it_PRP_N_0(\X.run_VB_N_0(X),major+flaw_NN_N_0,i_FW_N_0)))",[],[],[],
304,304,it sometimes takes the picture at some indefinite period of time after you press the shutter button . ,"press_VB_N_0(shutter+button_NN_N_0,you_PRP_N_0,CC(time_NN_N_0,indefinite+period_NN_N_0,takes_VB_N_0(picture_NN_N_0)),it_PRP_N_0)",[],[],[],delay[-1][u]
305,305,i am not talking milliseconds . ,"talking_VB_N_0(milliseconds_NNS_N_0,i_LS_N_0)",[],[],[],
306,306,picture this : ,picture_NN_N_0,[],[],[],
307,307,"your child is going to do a cannonball off the diving board , so you compose the shot and wait for your moment . ","is_VB_N_0(going_VB_N_0(CC(wait_VB_N_0(moment_NN_N_0),compose_VB_N_0(shot_NN_N_0),you_PRP_N_0,diving+board_NN_N_0(do_VB_N_0(cannonball_NN_N_0)))),child_NN_N_0)",[],[],[],
308,308,"when it arrives , you press the shutter release . ","arrives_VB_N_0(it_PRP_N_0,press_VB_N_0(shutter+release_NN_N_0,you_PRP_N_0))",[],[],[],
309,309,splash ! ,splash_NN_N_0,[],[],[],
310,310,"the moment passes , and then your new g3 camera takes the shot . ","CC(takes_VB_N_0(shot_NN_N_0,new+g3+camera_NN_N_0),passes_VB_N_0(moment_NN_N_0))",[],[],[],
311,311,perhaps there is a way around this delay . ,"is_VB_N_0(CC(delay_NN_Ne_1,way_NN_N_0))",['delay_NN_Ne_1'],[0],['delay'],
312,312,"some feature i could turn on or off , or some attachment i could get . ","CC(get_VB_N_0(attachment_NN_N_0,i_FW_N_0),CC(\X.X,\X.turn_VB_N_0(X),feature_NN_N_0,i_FW_N_0))",[],[],[],
313,313,"yes , i push the button down halfway first to avoid the autofocus delay . ","avoid_VB_N_0(autofocus+delay_NN_N_0,push_VB_N_0(button_NN_N_0),i_FW_N_0)",[],[],[],
314,314,"yes , i have red-eye off , and yes , i 've tried adding a flash . ","CC(ve_FW_N_0(tried_VB_N_0(adding_VB_N_0(flash_NN_N_0)),i_FW_N_0),have_VB_N_0(redeye_NN_N_0,i_FW_N_0))",[],[],[],
315,315,"but after trying many adjustments , the camera remains unresponsive when compared to any film-based camera . ",CC(camera_NN_N_0),[],[],[],
316,316,i own another canon - an eos ( 35mm film ) camera . ,"CC(eos_NN_N_0,35mm+film+camera_NN_N_0,seq(own_JJ_N_0,canon_NN_N_0),i_FW_N_0)",[],[],[],
317,317,it focuses in a snap . ,"focuses_VB_N_0(snap_NN_N_0,it_PRP_N_0)",[],[],[],
318,318,"dim or bright , it would never take a picture after the birthday candles had blown out , after the tae kwon do kick broke the board . ","had_VB_N_0(do_VB_N_0(broke_VB_Ne_1(board_NN_N_0,\X.kick_VB_N_0(X)),CC(tae_FW_N_0,kwon_FW_N_0),\X.blown_VB_N_0(X)),CC(birthday_NN_N_0,candles_NNS_N_0),take_VB_N_0(picture_NN_N_0),dim_NN_P_1,it_PRP_N_0)",['dim_NN_P_1'],[1],['dim'],
319,319,canon 's g3 does it consistently . ,"does_VB_N_0(it_PRP_N_0,canon+g3_NN_N_0)",[],[],[],delay[-2][u]
320,320,"it feels slow to focus , and unbearably slow to shoot . ","CC(slow_JJ_Ne_1(\X.shoot_VB_N_0(X)),slow_JJ_Ne_1(\X.focus_VB_N_0(X)),it_PRP_N_0)",[],[],[],"focus[-2], shoot[-2]"
321,321,i challenge anyone ( who is not in direct sun at the beach at noon ) to say it is fast and responsive . ,"challenge_NN_N_0(say_VB_N_0(CC(noon_NN_P_1,noon_NN_P_1,it_PRP_N_0),beach_NN_N_0(is_VB_N_0(direct+sun_NN_N_0)),anyone_NN_N_0),i_LS_N_0)","['noon_NN_P_1', 'noon_NN_P_1']","[1, 1]","['noon', 'noon']",
322,322,"and so i must ask , what are cameras for ? ","CC(ask_VB_N_0(are_VB_N_0(cameras_NNS_N_0),i_FW_N_0))",[],[],[],
323,323,what task do they perform ? ,"task_NN_N_0(do_VB_N_0(they_PRP_N_0,\X.perform_VB_N_0(X)))",[],[],[],
324,324,cameras capture moments . ,"capture_VB_N_0(moments_NNS_N_0,cameras_NNS_N_0)",[],[],[],
325,325,they stop time . ,"stop_VB_N_0(time_NN_N_0,they_PRP_N_0)",[],[],[],
326,326,"because once the moment is gone , it is not coming back . ","is_VB_N_0(\X.gone_VB_N_0(X),moment_NN_N_0,coming_VB_N_0(it_PRP_N_0))",[],[],[],
327,327,"the dive , the kick , the blow-out-the-candles moments are , to me , the reason for cameras . ","kick_NN_N_0(me_PRP_N_0(\X.are_VB_N_0(X),CC(cameras_NNS_N_0,reason_NN_N_0),CC(blowoutthecandles_NNS_N_0,moments_NNS_N_0)),dive_NN_N_0)",[],[],[],
328,328,"a 35mm film camera captures the moments you want , while these digital cameras ( my friends now inform me ) all seem to capture the moment immediately following the one you asked to capture . ","captures_NN_N_0(want_PRP_N_0(\X.the_VB_N_0(X),you_NNS_N_0),35mm+film+camera_NN_N_0)",[],[],[],
329,329,"not all the time , but often enough to be a real problem . ","CC(be_VB_N_0(real+problem_NN_P_1),time_NN_N_0)",['real+problem_NN_P_1'],[1],['real problem'],
330,330,"like i said , when the moment is gone , it is gone . ","said_VB_N_0(is_VB_N_0(\X.gone_VB_N_0(X),moment_NN_N_0),i_FW_N_0,is_VB_N_0(\X.gone_VB_N_0(X),it_PRP_N_0))",[],[],[],
331,331,so buy the g3 . ,"buy_VB_N_0(g3_NN_N_0,so_RB_I_N_0)",[],[],[],
332,332,"buy it for fun , for lack of processing , because you want to use iphoto , or whatever . ","CC(want_VB_N_0(use_VB_N_0(iphoto_NN_N_0),you_PRP_N_0,CC(processing_NN_N_0,lack_NN_Ne_1,buy_VB_N_0(it_PRP_N_0,fun_NN_P_1))))","['fun_NN_P_1', 'lack_NN_Ne_1']","[1, 0]","['fun', 'lack']",
333,333,"but do not assume , as i did , that the g3 has the same ability as [ your current film camera ] to stop the moment you choose . ","CC(did_VB_N_0(has_VB_N_0(stop_VB_N_0(choose_VB_N_0(moment_NN_N_0,you_PRP_N_0),CC(current+film+camera_NN_N_0,same+ability_NN_N_0)),g3_NN_N_0),i_FW_N_0,\X.assume_VB_N_0(X)))",[],[],[],
334,334,"from a dime store disposable to a top of the line eos , all film cameras share this ability to capture the moment you tell them to . ","CC(line_NN_N_0,top_NN_P_1,dime+store_NN_N_0,eos_VB_N_0(share_VB_N_0(capture_VB_N_0(tell_VB_N_0(them_PRP_N_0,moment_NN_N_0,you_PRP_N_0),ability_NN_N_0),CC(film_NN_N_0,cameras_NNS_N_0))))",['top_NN_P_1'],[1],['top'],
335,335,"unfortunately , this digital moment-capturing device called the g3 sometimes captures the moment after the one you wanted . ","wanted_VB_N_0(captures_VB_N_0(moment_NN_N_0),you_PRP_N_0,called_VB_N_0(g3_NN_N_0,digital+momentcapturing+device_NN_N_0))",[],[],[],g3[-2]
336,336,this is my first digital camera and i could n't be happier . ,"CC(be_VB_N_0(digital+camera_NN_P_1,i_FW_N_0))",['digital+camera_NN_P_1'],[1],['digital camera'],camera[+3]
337,337,i have but plan on selling my rebel ti and all of the equipment with it . ,"CC(plan_VB_N_0(it_PRP_N_0(selling_VB_N_0(CC(equipment_NN_N_0,rebel+ti_NN_N_0)))),\X.have_VB_N_0(X),i_LS_N_0)",[],[],[],
338,338,i love the quality of the pictures . ,"love_VB_P_1(CC(pictures_NNS_N_0,quality_NN_N_0),i_LS_N_0)",[],[],[],picture quality[+2]
339,339,they look fantastic . ,"seq(fantastic_JJ_P_1,they_PRP_N_0)",[],[],[],picture quality[+2][p]
340,340,i can take better pictures with this then my rebel ti with a good lens . ,"good+lens_NN_N_0(CC(rebel_NN_N_0,ti_NNS_N_0),take_VB_N_0(seq(better_JJ_P_1,pictures_NNS_N_0)),i_LS_N_0)",[],[],[],
341,341,it 's just easier for me since i can make on the fly adjustments . ,"make_VB_N_0(CC(fly_NN_N_0,adjustments_NNS_N_0),i_FW_N_0,me_PRP_N_0(easier_RB_N_P_1),it_PRP_N_0)",[],[],[],
342,342,the canon g3 is perhaps the best 4mp camera out there . ,canon+g3_NN_P_1,['canon+g3_NN_P_1'],[1],['canon g3'],4mp camera[+2]
343,343,"i 've tried the sony s85 with the carl zeiss lens , but the pictures were too digital . ","CC(seq(sony+s85_NN_N_0,pictures_NNS_N_0))",[],[],[],
344,344,"with canon , you get pictures that appear to be photos , not still camcorder shots . ","canon_NN_N_0(get_VB_N_0(appear_VB_N_0(be_VB_N_0(CC(camcorder_NN_N_0,shots_NNS_N_0,photos_NNS_N_0)),pictures_NNS_N_0),you_PRP_N_0))",[],[],[],picture[+2]
345,345,i love the eos based controls and easy menus . ,"love_VB_P_1(eos_NNS_N_0(based_VB_N_0(CC(seq(controls_NNS_P_1,menus_NNS_N_0)))),i_LS_N_0)",[],[],[],"control[+2],menu[+2]"
346,346,i do n't need to go into exhustive review of this camera . ,"need_VB_N_0(go_VB_N_0(CC(camera_NN_N_0,exhustive+review_NN_N_0)),i_LS_N_0)",[],[],[],
347,347,many before me have done that already . ,"have_VB_N_0(\X.done_VB_N_0(X),seq(me_PRP_N_0,many_JJ_N_0))",[],[],[],
348,348,i agree with the positive reviews . ,"agree_VB_N_0(seq(positive_JJ_P_1,reviews_NNS_N_0),i_LS_N_0)",[],[],[],
349,349,but there are two things i do n't like about the camera that were not mentioned in any previous reviews . ,"CC(are_VB_N_0(camera_NN_N_0(\X.like_VB_P_1(X),things_NNS_N_0,i_FW_N_0)))",[],[],[],
350,350,1 ) the included lens cap is very loose on the camera . ,included+lens+cap_NN_Ne_2,['included+lens+cap_NN_Ne_2'],[0],['included lens cap'],lens cap[-2]
351,351,"though the instruction booklet says that the camera should display "" lens "" when the cap and the camera are both on , the camera lens extends out and simply takes the lens cap off by itself . ","says_VB_N_0(are_VB_N_0(camera_NN_N_0,CC(camera_NN_N_0,cap_NN_N_0),display_VB_N_0(lens_NN_N_0),camera_NN_N_0),instruction+booklet_NN_N_0,extends_VB_N_0(lens_NN_N_0))",[],[],[],
352,352,"i 'm concerned that with the easily removed lens cap , i may damage the lens . ","concerned_VB_Ne_1(removed_VB_N_0(lens+cap_NN_N_0,damage_VB_Ne_1(lens_NN_N_0,i_FW_N_0)),i_FW_N_0)",[],[],[],
353,353,very cheaply made . ,made_VB_N_0(very_RB_I_N_0),[],[],[],
354,354,"2 ) the body construction - buttons , casing , etc , are too plastic . ","casing_VB_N_0(etc_NN_N_0,body_NN_N_0(CC(construction_NN_N_0,buttons_NNS_N_0)))",[],[],[],body[-2]
355,355,the g2 was better in this respect . ,g2_NN_N_0,[],[],[],
356,356,it had a heavier and more sturdy casing . ,"had_VB_N_0(CC(sturdy_JJ_P_1,heavier_JJ_N_0,\X.casing_VB_N_0(X)),it_PRP_N_0)",[],[],[],casing[-2]
357,357,"despite these grieps , i still recommend the camera . ","grieps_NNS_N_0(recommend_VB_P_1(camera_NN_N_0,i_FW_N_0))",[],[],[],
358,358,i used a canon powershot s20 for about 2.5 years and loved it ! ,"CC(loved_VB_P_1(it_PRP_N_0),years_NNS_N_0(used_VB_N_0(canon+powershot+s20_NN_N_0)),i_LS_N_0)",[],[],[],
359,359,"there were a few flaws that i learned to deal with and took thousands of pictures around the world , losing a few that i really regretted . ","were_VB_N_0(regretted_VB_Ne_2(\X.CC(took_VB_N_0(CC(pictures_NNS_N_0,thousands_NNS_N_0),world_NN_N_0,flaws_NNS_N_0(\X.losing_VB_Ne_1(X))),learned_VB_N_0(\X.deal_VB_N_0(X)),X,i_FW_N_0),i_FW_N_0))",[],[],[],
360,360,"i finally decided to upgrade , and started my research . ","CC(started_VB_N_0(research_NN_N_0),decided_VB_N_0(\X.upgrade_VB_N_0(X)),i_LS_N_0)",[],[],[],
361,361,"canon was an obvious choice , but i did not want to limit my decision , so started researching all brands that would take my microdrives . ","CC(want_VB_N_0(limit_VB_Ne_1(started_VB_N_0(researching_VB_N_0(take_VB_N_0(microdrives_NNS_N_0,brands_NNS_N_0)),decision_NN_N_0)),i_FW_N_0),was_VB_N_0(obvious+choice_NN_N_0,canon_NN_N_0))",[],[],[],
362,362,"i researched , held , tested , and observed 3 different brands . ","CC(observed_VB_N_0(seq(different_JJ_N_0,brands_NNS_N_0)),researched_VB_N_0(tested_VB_N_0(\X.held_VB_N_0(X))),i_LS_N_0)",[],[],[],
363,363,"needless to say , the canon won , hands down . ","say_VB_N_0(won_VB_P_1(hands_NNS_N_0,canon_NN_N_0),needless_NN_Ne_1)",['needless_NN_Ne_1'],[0],['needless'],
364,364,this camera performs like i can not believe ! ,"believe_VB_N_0(i_FW_N_0,\X.performs_VB_N_0(X),camera_NN_N_0)",[],[],[],
365,365,"i bought it for my trip to beunos aires , and also used it at the iguazu falls , and could not have asked for more perfect performance ! ","CC(CC(have_VB_N_0(asked_VB_N_0(CC(performance_NN_N_0,performance_NN_P_1))),iguazu_NN_N_0(\X.falls_VB_Ne_1(X),used_VB_N_0(it_PRP_N_0))),CC(beunos_NNS_N_0,aires_NNS_N_0,trip_NN_N_0,bought_VB_N_0(it_PRP_N_0)),i_LS_N_0)",['performance_NN_P_1'],[1],['performance'],performance[+3][p]
366,366,"it was too new to have learned much about the advanced features , so i generally used the auto mode . ","used_VB_N_0(auto+mode_NN_N_0,i_FW_N_0,have_VB_N_0(learned_VB_N_0(seq(advanced_JJ_P_1,features_NNS_N_0,much_RB_N_N_0))),it_PRP_N_0)",[],[],[],
367,367,"this camera is worth every penny , and i highly recommend it ! ","CC(recommend_VB_P_1(it_PRP_N_0,i_FW_N_0),camera_NN_P_1)",['camera_NN_P_1'],[1],['camera'],camera[+3]
368,368,another point of note : the battery life is incredible ! ,point_NN_P_1,['point_NN_P_1'],[1],['point'],battery life[+3]
369,369,"i did not have a backup battery , and had no need for one . ","CC(had_VB_N_0(need_NN_N_0),have_VB_N_0(backup+battery_NN_N_0),i_LS_N_0)",[],[],[],
370,370,"i did have ability to charge it every night , so do n't know how long it would have actually gone before dying . ","did_VB_N_0(have_VB_N_0(night_NN_N_0(charge_VB_N_0(it_PRP_N_0),ability_NN_N_0)),i_LS_N_0)",[],[],[],
371,371,this camera will stay with me for years ! ,"years_NNS_N_0(stay_VB_N_0(me_PRP_N_0),camera_NN_N_0)",[],[],[],
372,372,i 've been looking to buy a digital camera for a long time and v = finally decided that now was the time . ,"ve_FW_N_0(been_VB_N_0(looking_VB_N_0(long+time_NN_N_0(buy_VB_N_0(digital+camera_NN_N_0)))),i_FW_N_0)",[],[],[],
373,373,"after a lot of research , i decided on the g3 . ","CC(research_NN_N_0,lot_NN_N_0,g3_NN_N_0(\X.decided_VB_N_0(X),i_FW_N_0))",[],[],[],
374,374,am i ever glad that i decided on this camera ! ,"decided_VB_N_0(camera_NN_P_1,i_FW_N_0,ever_RB_N_N_0)",['camera_NN_P_1'],[1],['camera'],camera[+2]
375,375,"i 've only had it a week , but so far , everything about this camera is making me happy . ","CC(CC(camera_NN_P_1,everything_NN_P_1),ve_FW_N_0(week_NN_N_0(had_VB_N_0(it_PRP_N_0)),i_LS_N_0))","['camera_NN_P_1', 'everything_NN_P_1']","[1, 1]","['camera', 'everything']",camera[+2]
376,376,forget the fact that it 'll probably take me a year to figure out all the features this camera has to offer . ,"forget_VB_N_0(fact_NN_N_0(ll_NN_N_0(take_VB_N_0(me_PRP_N_0,figure_VB_N_0(has_VB_N_0(\X.offer_VB_N_0(X),features_NNS_N_0,camera_NN_N_0),year_NN_N_0)),it_PRP_N_0)))",[],[],[],
377,377,i 've been able to change modes on this thing without even looking at the manual . ,"ve_FW_N_0(looking_VB_N_0(manual_NN_N_0,change_VB_N_0(CC(thing_NN_N_0,modes_NNS_N_0))),i_FW_N_0)",[],[],[],
378,378,very intuitive menus are a big plus on this camera . ,"are_VB_N_0(CC(camera_NN_N_0,big+plus_NN_N_0),seq(intuitive_JJ_P_2,menus_NNS_N_0))",[],[],[],menu[+2]
379,379,"i charged it up the day i got it , took a bunch of pictures and i do n't think the battery indicator has budged from fully charged . ","CC(think_VB_N_0(has_VB_N_0(\X.budged_VB_N_0(X),battery+indicator_NN_N_0),i_FW_N_0),charged_VB_N_0(it_PRP_N_0,got_VB_N_0(\X.took_VB_N_0(CC(pictures_NNS_N_0,bunch_NN_N_0),X,it_PRP_N_0),day_NN_N_0,i_FW_N_0),i_LS_N_0))",[],[],[],
380,380,the standard battery include with the g3 is a camcorder battery that will allow me to take pictures all day without worrying about charging . ,"is_VB_N_0(allow_VB_N_0(me_PRP_N_0,worrying_VB_Ne_1(\X.charging_VB_N_0(X),day_NN_N_0(take_VB_N_0(pictures_NNS_N_0))),camcorder+battery_NN_N_0),g3_NN_N_0(\X.include_VB_N_0(X),standard+battery_NN_N_0))",[],[],[],battery[+2]
381,381,i was worried about this after seeing a friend change batteries on his olympus after about 20-30 pictures . ,"was_VB_N_0(pictures_NNS_N_0(seeing_VB_N_0(olympus_NN_N_0(friend_NN_N_0(CC(change_NN_N_0,batteries_NNS_N_0)))),\X.worried_VB_Ne_1(X)),i_LS_N_0)",[],[],[],
382,382,"the optical zoom is awesome , and the viewfinder reflects the settings of the zoom . ","CC(reflects_VB_N_0(CC(zoom_NN_N_0,settings_NNS_N_0),viewfinder_NN_N_0),seq(awesome_JJ_P_1,optical+zoom_NN_N_0))",[],[],[],"optical zoom[+3],viewfinder[+1]"
383,383,"one little minor flaw with this camera is that the lens is visible in the viewfinder , but does not detract from the image at all . ","is_VB_N_0(CC(detract_VB_Ne_1(image_NN_N_0),seq(viewfinder_NN_N_0,lens_NN_N_0)),camera_NN_N_0(seq(little_JJ_N_0,minor+flaw_NN_N_0)))",[],[],[],viewfinder[-2]
384,384,"as i said , this is the last digital camera i 'll buy , and if you are in the market one , my advice is to buy the best thing you can afford and keep it forever . ","CC(are_VB_N_0(market_NN_N_0,you_PRP_N_0),said_VB_N_0(is_VB_N_0(seq(ll_FW_N_0,buy_NN_N_0,seq(advice_NN_N_0,digital+camera_NN_N_0),i_FW_N_0)),i_FW_N_0))",[],[],[],
385,385,"these things may get a lot better in the future , but from what i 've seen in the last few years , the technology for digital cameras is n't advancing at the pace of pc 's , phones and hard drives . ","CC(CC(seq(phones_NNS_N_0,drives_NNS_N_0),pace_NN_N_0,\X.advancing_VB_N_0(X),technology_NN_N_0),future_NN_N_0(get_VB_N_0(lot_NN_N_0),things_NNS_N_0))",[],[],[],
386,386,the best 4 megapixel/4x optical zoom camera available and fairly easy to use . ,"CC(optical+zoom+camera_NN_P_1(\X.use_VB_N_0(X)),optical+zoom+camera_NN_P_1)","['optical+zoom+camera_NN_P_1', 'optical+zoom+camera_NN_P_1']","[1, 1]","['optical zoom camera', 'optical zoom camera']",camera[+3]
387,387,highly recommended . ,recommended_VB_P_1(highly_RB_I_N_0),[],[],[],
388,388,"for more info on digital cameras , go to dpreviews . ","dpreviews_NNS_N_0(\X.go_VB_N_0(X),more+info_NN_N_0)",[],[],[],
389,389,you can read the other reviews for specs and performance opinions . ,"read_VB_N_0(CC(CC(performance_NN_N_0,opinions_NNS_N_0),specs_NNS_N_0,seq(other_JJ_N_0,reviews_NNS_N_0)),you_PRP_N_0)",[],[],[],
390,390,"i was perfectly happy with my g2 , so why did i trade up to the g3 ? ","did_VB_N_0(i_FW_N_0,CC(g3_NN_P_1,trade_NN_P_1),g2_NN_P_1,i_LS_N_0)","['g3_NN_P_1', 'trade_NN_P_1', 'g2_NN_P_1']","[1, 1, 1]","['g3', 'trade', 'g2']",
391,391,because this camera is beautiful . ,"seq(beautiful_JJ_P_1,camera_NN_N_0)",[],[],[],camera[+3]
392,392,the g2 was slightly curvy with a champagne finish -- very homely . ,g2_NN_N_0,[],[],[],
393,393,the g3 looks like a work of art ! ,"looks_VB_N_0(CC(art_NN_N_0,work_NN_P_1),g3_NN_N_0)",['work_NN_P_1'],[1],['work'],look[+3]
394,394,"its silver magnesium finish is stunning , and the sharp lines and excellent grip are better than any other camera i 've seen . ","CC(CC(excellent+grip_NN_P_1,seq(silver+magnesium+finish_NN_P_1,lines_NNS_P_1)))","['excellent+grip_NN_P_1', 'silver+magnesium+finish_NN_P_1']","[1, 1]","['excellent grip', 'silver magnesium finish']",finish[+3]
395,395,"the little digital elphs were the best-designed , most-elegant cameras until the g3 came along and squashed them . ","CC(seq(g3_NN_N_0,them_PRP_N_0),\X.came_VB_N_0(X),were_VB_N_0(bestdesigned_VB_N_0(CC(mostelegant_NN_N_0,cameras_NNS_N_0))),seq(digital_JJ_N_0,elphs_NNS_N_0))",[],[],[],
396,396,this is my first digital camera . ,"is_VB_N_0(seq(first_JJ_N_0,digital+camera_NN_N_0))",[],[],[],
397,397,i am very pleased with it so far . ,"seq(pleased_JJ_P_1,it_PRP_N_0,i_FW_N_0)",[],[],[],camera[+2][p]
398,398,i wanted something that is able to take high quality photos but not be so bulky that i would wind up leaving it at home all the time . ,"wanted_VB_N_0(CC(be_VB_N_0(time_NN_N_0(wind_VB_N_0(home_NN_N_0(leaving_VB_N_0(it_PRP_N_0))),i_FW_N_0)),take_VB_N_0(CC(quality_NN_N_0,photos_NNS_N_0)),something_NN_N_0),i_LS_N_0)",[],[],[],
399,399,this seemed like a really good compromise . ,"seemed_VB_N_0(seq(good_JJ_P_2,compromise_NN_N_0))",[],[],[],
400,400,"i compared it to the olympus c5050z , the sony dcs-f 717 and the nikon 5700 . ","compared_VB_N_0(it_PRP_N_0,dcsf_NN_N_0(olympus+c5050z_NN_N_0,sony_NN_N_0),i_LS_N_0)",[],[],[],
401,401,"based on the cameras features and about dozen online reviews , this one seemed like the best all round deal . ","based_VB_N_0(CC(dozen_NN_N_0(online_NN_N_0(\X.reviews_VB_N_0(X))),CC(cameras_NNS_N_0,features_NNS_N_0)),seemed_VB_N_0(seq(best_JJ_P_1,round+deal_NN_N_0)))",[],[],[],
402,402,it is not perfect though . ,"seq(perfect_JJ_P_1,it_PRP_N_0)",[],[],[],
403,403,here are the shortcomings i have noticed so far : ,"are_VB_N_0(have_VB_N_0(\X.noticed_VB_N_0(X),shortcomings_NNS_Ne_1,i_FW_N_0),here_RB_N_N_0)",[],[],[],
404,404,it would have been a much easier choice if this were 5mp camera . ,"have_VB_N_0(were_VB_N_0(5mp+camera_NN_N_0,been_VB_N_0(seq(easier_JJ_P_1,choice_NN_N_0))),it_PRP_N_0)",[],[],[],
405,405,you can see the lens barrel in the view-finder . ,"viewfinder_NN_N_0(see_VB_N_0(lens+barrel_NN_N_0),you_PRP_N_0)",[],[],[],viewfinder[-2]
406,406,"( i knew this before hand , and it is not that bad ) there is no tiff format . ","CC(is_VB_N_0(is_VB_N_0(tiff+format_NN_Ne_1),it_PRP_N_0),hand_NN_N_0(\X.knew_VB_N_0(X),i_LS_N_0))",['tiff+format_NN_Ne_1'],[0],['tiff format'],tiff format[-2]
407,407,that would be a nice compromise between jpeg and raw . ,"be_VB_N_0(CC(jpeg_NN_N_0,nice+compromise_NN_N_0))",[],[],[],
408,408,"to save a picture as raw , you have to have the display on , this seems like a waste of battery power . ","save_VB_N_0(picture_NN_N_0,have_VB_N_0(have_VB_N_0(seems_VB_N_0(CC(battery+power_NN_N_0,waste_NN_Ne_1),display_NN_N_0)),you_PRP_N_0))",['waste_NN_Ne_1'],[0],['waste'],
409,409,it seems to me that after the focus and metering are complete there is quite a lag before the shutter ? ,"me_PRP_N_0(\X.seems_VB_N_0(X),CC(metering_NN_N_0,focus_NN_N_0,shutter_NN_N_0(is_VB_N_0(lag_NN_Ne_1))),it_PRP_N_0)",['lag_NN_Ne_1'],[0],['lag'],lag[-2]
410,410,trips . ,trips_NNS_N_0,[],[],[],
411,411,( again this is my first digital camera and maybe that is just how they all are . ) ,"CC(is_VB_N_0(are_VB_N_0(they_PRP_N_0)),is_VB_N_0(seq(first_JJ_N_0,digital+camera_NN_N_0)))",[],[],[],
412,412,for those of you using a mac in os x+ there is no twain utility to download your pics directly into photoshop . ,"CC(os_NNS_N_0,using_VB_N_0(mac_NN_N_0),you_PRP_N_0,is_VB_N_0(photoshop_NN_N_0(download_VB_N_0(pics_NNS_N_0),twain+utility_NN_N_0)))",[],[],[],
413,413,it is very simple to import via iphoto 2 and then move them to photoshop . ,"CC(move_VB_N_0(them_PRP_N_0,\X.photoshop_VB_N_0(X)),CC(iphoto_NN_N_0,import_NN_N_0),it_PRP_N_0)",[],[],[],import[+2]
414,414,"i have not spent much time with the included software , so i don't know what to say about it other than it seems ok . ","spent_VB_N_0(much+time_NN_N_0,included+software_NN_N_0,i_LS_N_0)",[],[],[],
415,415,i am quite happy with the camera . ,"seq(happy_JJ_P_1,camera_NN_N_0,i_FW_N_0)",[],[],[],camera[+2]
416,416,it comes with a clearly written manual and the learning curve is not too too steep . ,"CC(seq(manual_NN_Ne_4,learning+curve_NN_N_0))",['manual_NN_Ne_4'],[0],['manual'],manual[+2]
417,417,"yes , i recommend it over the competition . ","competition_NN_N_0(recommend_VB_P_1(it_PRP_N_0),i_FW_N_0)",[],[],[],camera[+2][p]
418,418,"best camera ever . from the image quality , color , function , i can say almost everything . ","NSS(best+camera_NN_N_0,CC(image_NN_N_0,quality+color+function_NN_N_0,say_VB_N_0(everything_NN_N_0,i_FW_N_0)))",[],[],[],camera[+3]
419,419,"this camera has a cool stitch pictures feature , to find out more just log on to canon 's website . ","has_VB_N_0(stitch_NN_P_1(pictures_NNS_P_1(\X.feature_VB_N_0(X))),camera_NN_N_0)",['stitch_NN_P_1'],[1],['stitch'],stitch picture[+2]
420,420,i had an olympus digital camera before and it was nothing compared to this . ,"CC(compared_VB_N_0(was_VB_N_0(nothing_NN_N_0),it_PRP_N_0),had_VB_N_0(CC(olympus_NN_N_0,digital+camera_NN_N_0),i_LS_N_0))",[],[],[],
421,421,"for those of you who already bought this camera , i suggest you buy a hi-ti dye-sub photo printer . ","bought_VB_N_0(camera_NN_N_0,you_PRP_N_0,suggest_VB_N_0(buy_VB_N_0(CC(hiti_NN_N_0,dyesub+photo+printer_NN_N_0),you_PRP_N_0),i_FW_N_0))",[],[],[],
422,422,i do n't write many reviews but i 'm compelled to do so with this camera . ,"CC(am_VB_N_0(compelled_VB_N_0(camera_NN_N_0(\X.do_VB_N_0(X))),i_FW_N_0),write_VB_N_0(seq(many_JJ_N_0,reviews_NNS_N_0),i_LS_N_0))",[],[],[],
423,423,"first and foremost , it will take better pic 's than most film camera 's . ","take_VB_N_0(CC(most+film+camera_NN_N_0,better+pic_NN_N_0),it_PRP_N_0)",[],[],[],picture[+2]
424,424,save them on computer and print out just the ones who want . ,"CC(print_NN_N_0(want_VB_N_0(ones_NNS_N_0)),computer_NN_N_0,save_VB_N_0(them_PRP_N_0))",[],[],[],
425,425,duplicates are a no brainer and cheap . ,"are_VB_N_0(brainer_NN_Ne_1,duplicates_NNS_N_0)",['brainer_NN_Ne_1'],[0],['brainer'],
426,426,no more wasted time and money developing rolls of pic 's for just a couple of keepers . ,"CC(keepers_NNS_N_0,couple_NN_N_0,developing_VB_N_0(CC(pic_NN_N_0,rolls_NNS_N_0)),CC(money_NN_N_0,time_NN_N_0))",[],[],[],
