review,target,domain,aspect
"the controls are somewhat harder to use , and there are some oddities about the software tagging system , but most people can live with this . ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,"control[-2],software[-2]"
"because of the large capacity of the nomad , owners can load hundreds of cds on to it . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"for most people , they can carry around all or almost all of their music collection . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
having access to so much music where ever you go is terrific . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,storage[+2][u]
they fall in love with the product . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
and then it breaks . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
usually around the time the 90 day warranty expires . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"typically , the problem is the headphone jack -- it was for me and many others . ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,headphone jack[-2]
the nomad is sent back to creative labs . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"they decide that the owner was responsible for the damage and so even if it is returned within the warranty period , creative will charge you to fix it . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"in my case , the bill was $ 81 , about a third of what i paid for it . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"like many others , i had not abused the product , and had tried to take care of it . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"if my level of care was n't good enough , i had to expect that even if i paid to have it fixed it would break again in a month or two . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"i 'm convinced by my own experience and that of many other people who have posted here who have had the same experience that the product is defectively designed , and will not hold up to normal use . ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,design[-3][p]
the headphone jack seems to be a major problem . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,headphone jack[-2]
"the one other thing i observed while i had the nomad is that the front cover , which is taken off to have access to the battery , seemed to come undone very easily . ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,front cover[-2]
the headphone jack failure seems to occur just about when the warrranty period is to expire . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,headphone jack[-2]
"even if it has n't expired , creative is likely to claim that the owner caused the damage which in turn voids the warranty . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
and most stores will not take back a product 90 days after purchase . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"this means that you will have the nomad long enough to load a lot of music on to it , and get used to having it . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"so when it breaks , as it will , you will find yourself very disappointed and depressed at the loss of the nomad . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
you will find it very hard or impossible to get you money back . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
you will have a very expensive paperweight . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
there are not a lot of good options out there . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"most people say buy an ipod , but they are pretty expensive and also require you to send the product back to the factory just to replace the battery . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
my suggestion is to wait to see how the market develops . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"maybe creative will come out with a better design , although it will be hard for me and its other customers to trust it again . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
maybe more competitors will bring out similar products . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
and maybe the answer is to buy an ipod . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"whatever you do , do n't buy this product . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
you will be sorry if you do . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
i am a soldier serving in baghdad right now . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
i bought the nomad when i went home on leave and it worked great for about a month . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"the other day when i was listening to a song , it locked up and will not do anything now . ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,lock up[-2]
it says i have a harddisk problem . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
and since i 'm out here i can 't mail it back under my 90 days and they wo n't help me out cause they say that the conditions here are not covered under the warranty . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
it worked good for a while . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
it did lock up on me a couple of times . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
and then it just froze and now i 'm out $ 300 for their piece of junk . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
i first bought a 6 gig nomad jukebox ( original ). ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
unfortunatly it was dropped and damaged a year after i bought it . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
the batteries would not charge . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
so i took it back to best buy where i bought it and exchanged it for a newer zen 20 gig model . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
in that model the hard drive just died one morning before my class . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,hard drive[-2]
"it 's nothing major , just a bad hard drive , any hard drive mp3 player can have that problem . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"so rule of thumb , no matter what you end up buying , get the extended warranty ! ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
it always pays off . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
hope i 've been of some help . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
this camera is perfect for an enthusiastic amateur photographer . ,1,Nikon_coolpix_4300.txt,camera[+2]
"the pictures are razor-sharp , even in macro . ",1,Nikon_coolpix_4300.txt,"picture[+3], macro[+3]"
it is small enough to fit easily in a coat pocket or purse . ,1,Nikon_coolpix_4300.txt,size[+2][u]
it is light enough to carry around all day without bother . ,1,Nikon_coolpix_4300.txt,weight[+1][u]
"operating its many features is easy and often obvious - i 'm no annie lebovitz , but i was able to figure out most of its abilities just messing around with it at a camera store . ",1,Nikon_coolpix_4300.txt,feature[+2][u]
the manual does a fine job filling in any blanks that remain . ,1,Nikon_coolpix_4300.txt,manual[+2]
"the auto-focus performs well , but i love having the 12 optional scene modes - they are dummy-proof , and correspond to many situations in which i would actually seek to use the camera . ",1,Nikon_coolpix_4300.txt,"auto focus[+2],scene mode[+2]"
"comes with a 16 mb compact flash and one rechargable battery the charging unit , included , is fast and small . ",1,Nikon_coolpix_4300.txt,rechargable battery[+2]
"i bought a 256 mb cf and a second battery , so it 's good to go on a long vacation . ",0,Nikon_coolpix_4300.txt,
i enthusiastically recommend this camera . ,1,Nikon_coolpix_4300.txt,camera[+2]
"i got my camera three days back , and although i had some experience with digital cameras prior to purchasing this one , i still rate myself as a beginner . ",0,Nikon_coolpix_4300.txt,
i bought this camera because it fit my budget and the pre-production and production model reviews were positive . ,0,Nikon_coolpix_4300.txt,
"it 's easy to use , and yet very feature rich . ",1,Nikon_coolpix_4300.txt,"camera[+2][p], use[+1][u], feature[+2]"
"in the auto mode it functions basically as a point and click , the scene modes are very easy to use and produce good results . ",1,Nikon_coolpix_4300.txt,"auto mode[+1],scene mode[+2]"
the manual mode is feature rich and i can 't wait to get the hang of it . ,1,Nikon_coolpix_4300.txt,manual mode[+2]
"the macro mode is exceptional , the pictures are very clear and you can take the pictures with the lens unbelievably close the subject . ",1,Nikon_coolpix_4300.txt,"macro mode[+3],picture[+3]"
"the battery life is very good , i got about 90 minutes with the lcd turned on all the time , the first time around , and i have been using it with the lcd off every now and then , and have yet needed to recharge it . ",1,Nikon_coolpix_4300.txt,battery life[+3]
"the camera comes with a lexar 16mb starter card , which stores about 10 images in fine mode at the highest resolution , i intend to buy a bigger card soon . ",0,Nikon_coolpix_4300.txt,
i love photography . ,0,Nikon_coolpix_4300.txt,
i had an older camera that was simply a point and shoot camera . ,0,Nikon_coolpix_4300.txt,
"i needed something with more power , so i bought a nikon coolpix 4300 . ",0,Nikon_coolpix_4300.txt,
"i fell in love with this camera , it combines ease of use , with an immense amount of options and power . ",1,Nikon_coolpix_4300.txt,"camera[+3], use[+1]"
"you can use the scene modes , or fine tune the options , i. you can change the iso level , shutter speed , etc. ",0,Nikon_coolpix_4300.txt,
"this camera is ideal for people who want more power , but do n't want to spend 1000s dollars on a camera . ",1,Nikon_coolpix_4300.txt,camera[+2]
i bought coolpix 4300 two months after i had bought canon powershot s400 . ,0,Nikon_coolpix_4300.txt,
reason for two ? ,0,Nikon_coolpix_4300.txt,
it was not easy sharing one with my teen age kid . ,0,Nikon_coolpix_4300.txt,
the two cameras are very similar in functionality and pricing . ,0,Nikon_coolpix_4300.txt,
i 've had no problem with canon whatsoever . ,0,Nikon_coolpix_4300.txt,
"with nikon , although picture qualities are as good as any other 4 mp cameras , i 've had the following headaches ; ",1,Nikon_coolpix_4300.txt,picture quality[+1]
1 . pictures wo n't transfer to pc directly from the camera using the included transfer cable . ,1,Nikon_coolpix_4300.txt,transfer[-2]
"i did everything i could , and it took many days of frustration before concluding that the only way to transfer to pc is with the card reader . ",0,Nikon_coolpix_4300.txt,
card reader is included . ,0,Nikon_coolpix_4300.txt,
"2 . the speed is noticeably slower than canon , especially so with flashes on . ",0,Nikon_coolpix_4300.txt,
"3 . with low battery , it twice wiped out the entire pictures in the memory chip . ",0,Nikon_coolpix_4300.txt,
i used lexar 256 mb and i still use it which means nothing is wrong with lexar . ,0,Nikon_coolpix_4300.txt,
be very careful when the battery is low and make sure to carry extra batteries . ,0,Nikon_coolpix_4300.txt,
"the other reviewers have clearly pointed all the good things about this camera , which i do agree . ",0,Nikon_coolpix_4300.txt,
"but there are certain issues might be they are to me here - all of them are minor; not major ones though , ",0,Nikon_coolpix_4300.txt,
. this camera keeps on autofocussing in auto mode with a buzzing sound which can 't be stopped . ,1,Nikon_coolpix_4300.txt,auto mode[-2]
would be really good if they have given an option to stop this autofocussing . ,0,Nikon_coolpix_4300.txt,
". if you want to have the date ; time on the image , its only through their software "" nikon view "" which reads the images date ; time from the images meta-data . ",0,Nikon_coolpix_4300.txt,
so if you use your card reader ; copy images - you got to onceagain open them through their software to put the date ; time . ,0,Nikon_coolpix_4300.txt,
"in that too , there is n't a direct way to add date ; time - you got to say ' print images ' to a different directory in which there is an option to specify the date ; time . ",0,Nikon_coolpix_4300.txt,
. even the slightest of the shakes totally distorts your image ,1,Nikon_coolpix_4300.txt,image[-2]
. images taken indoor were n't so clear . ,1,Nikon_coolpix_4300.txt,indoor image[-2]
you got to have flash ' on ' to get it eventhough your room is well lit ,0,Nikon_coolpix_4300.txt,
. lens cap is a really annoying ,1,Nikon_coolpix_4300.txt,lens cap[-3]
. go ; get a high speed like lexar 12x or higher cf card . ,0,Nikon_coolpix_4300.txt,
"else with simpler viking cf cards , it takes couple of seconds to write a picture with approximately "" fine **"" picture quality  "" image size : 1600 . ",0,Nikon_coolpix_4300.txt,
. the movie clips taken will always have some ' noise ' in it - you can 't avoid that . ,1,Nikon_coolpix_4300.txt,movie[-2]
but overall this is a good camera with a ' really good ' picture clarity ; an exceptional close-up shooting capability . ,1,Nikon_coolpix_4300.txt,"camera[+2], picture[+2], close-up shooting[+3]"
i would rate this is 4.5 stars picture quality ; image size defined above are specific to nikon coolpix . ,0,Nikon_coolpix_4300.txt,
"within a year , there are problems with my menu dial knob . ",1,Nikon_coolpix_4300.txt,menu dial knob[-2]
it became stucked which makes it almost impossible to switch between modes . ,0,Nikon_coolpix_4300.txt,
"i send my camera to nikon for servicing , took them a whole 6 weeks to diagnose the problem . ",1,Nikon_coolpix_4300.txt,servicing[-2]
"worse of all , they claim that it 's some kind of internal damage and refuse to cover the cost via warranty ! ",0,Nikon_coolpix_4300.txt,
they would n't repair my camera unless if i pay $ 100 for parts ? and labor ! ,0,Nikon_coolpix_4300.txt,
"it is a good camera in terms of the function and quality , but take your chance with it because nikon absolutely sucks when it comes to customer service . ",1,Nikon_coolpix_4300.txt,"camera[+2],customer service[-2]"
"got a "" system error "" problem 30 days after purchase . ",1,Nikon_coolpix_4300.txt,system error[-2]
made the camera totally inoperable . ,1,Nikon_coolpix_4300.txt,camera[-2]
"also , the lens cap design is flawed . ",1,Nikon_coolpix_4300.txt,lens cap[-2]
you have to manually take the cap off in order to use it . ,0,Nikon_coolpix_4300.txt,
audio on video also lacking . ,1,Nikon_coolpix_4300.txt,audio[-2]
"otherwise , it takes very good pictures ; shutter delay is n't so bad either . ",1,Nikon_coolpix_4300.txt,"picture[+3],delay[+1]"
"still , had to send it back to nikon for repair . ",0,Nikon_coolpix_4300.txt,
i am an amateur photographer and here is a piece of advise to all the folks who are thinking about making a move the digital world . ,0,Nikon_coolpix_4300.txt,
"nikon 4300 , i feel , is the best camera out there for the features and price . ",1,Nikon_coolpix_4300.txt,camera[+3]
here were my requirements in a digital camera : ,0,Nikon_coolpix_4300.txt,
"1 . i had initially thought of buying a 2 or 3 megapixel camera but these are good for 4x6 "" or 5x7 "" prints and i wanted some really great 8x10 "" photos once in a while . ",0,Nikon_coolpix_4300.txt,
2 . i did not want a very small camera as it seems to get lost in my hands and i was n't comfortable with that . ,0,Nikon_coolpix_4300.txt,
i wanted a decent sized camera with a contour for my fingers to hold it steadily . ,0,Nikon_coolpix_4300.txt,
"3 . i wanted a camera that had a lot of built-in settings for different types of suroundings while giving me an option to use my photography skills although , i am an amateur with an interest in photography by turning on the manual settings . ",0,Nikon_coolpix_4300.txt,
"4 . and , of course , i wanted a respected brand and had to stay within my budget because i had bought an expensive camcorder before but had n't used it much . ",0,Nikon_coolpix_4300.txt,
"depending on all the above requirements , i had narrowed down my search to nikon 4300 and canon powershot s400 models . ",0,Nikon_coolpix_4300.txt,
"nikon got the final nod for its settings auto and manual along with movie modes , medium; compact size , price , brand name , good software that is included and previous reviews . ",0,Nikon_coolpix_4300.txt,
i should say i have been very happy with my decision ever since . ,0,Nikon_coolpix_4300.txt,
the pictures are absolutely amazing - the camera captures the minutest of details . ,1,Nikon_coolpix_4300.txt,picture[+3]
a few things that might make it even better : ,0,Nikon_coolpix_4300.txt,
1 . pictures taken in an indoor setting are a little dull and rarely hazy if you tend to take photographs from a distance . ,1,Nikon_coolpix_4300.txt,indoor picture[-1]
2 . it takes a while for the camera to actually capture the photograph from the time you click the button and i have seen people becoming a little impatient waiting for the flash to glow . ,1,Nikon_coolpix_4300.txt,delay[-2][u]
3 . the pictures come out hazy if your hands shake even for a moment during the entire process of taking a picture . ,1,Nikon_coolpix_4300.txt,picture[-2]
"all the above , i think , are problems with all the digital cameras out there and so i have no major complaints . ",0,Nikon_coolpix_4300.txt,
try to buy a tripod and that should solve some of those problems . ,0,Nikon_coolpix_4300.txt,
"whichever camera you buy , add upto about 200 dollars for an additional memory card i bought a 256 mb card , usb card reader , camera bag and the warranty . ",0,Nikon_coolpix_4300.txt,
"and finally , get your pictures developed at a kodak picture maker machine even though it costs you a little extra - no one can beat kodak processing in terms of clarity and brightness . ",0,Nikon_coolpix_4300.txt,
hope this review has helped you in making up your mind . ,0,Nikon_coolpix_4300.txt,
i have taken about 150 photographs so far and have absolutely loved the experience . ,0,Nikon_coolpix_4300.txt,
i am looking forward to my vegas trip for some great photographs now . ,0,Nikon_coolpix_4300.txt,
"with our compact 35mm broken , and a vacation in europe at hand , i finally decided to enter the digital age . ",0,Nikon_coolpix_4300.txt,
"i first intended to buy the 3100 , but am really happy to invest the extra money for the 4300 . ",0,Nikon_coolpix_4300.txt,
"the lense is a lot better , and the 4mb produce fantastic pictures . ",0,Nikon_coolpix_4300.txt,
"the possibilities with auto , manual , and the very helpful "" scene "" mode , which offers 11 optimized situational settings like portrait , landscape , beach / snow , sunset etc. , are endless . ",1,Nikon_coolpix_4300.txt,"auto mode[+2], manual mode[+2], scene mode[+2]"
the movie mode is also working great . ,1,Nikon_coolpix_4300.txt,movie mode[+2]
"the 4300 comes with excellent easy to install software i use it on xp and win98 without problem , battery charger , usb and video cable . ",1,Nikon_coolpix_4300.txt,software[+3]
"a 64mb flash card camera comes with a 16mb holds 52 pictures on "" normal "" resolution . ",0,Nikon_coolpix_4300.txt,
"i experimented with online print ordering with the two major us brick and mortar retailers , and they both delivered great results . ",1,Nikon_coolpix_4300.txt,print[+2]
"even at the "" normal "" setting , a 8x10 print ! shows not a single sign of visible rendering or pixels - you could never tell that the picture has been taken by a "" digital "" . ",1,Nikon_coolpix_4300.txt,print[+3]
"the battery life is ok , but can be somewhat short when working a lot with the monitor on . ",1,Nikon_coolpix_4300.txt,battery life[+1]
"i therefore bought a second battery as a backup , and due to the lightingfast charging with the included charger , which by the way works on 110v as well as 220v in europe , we ran never out of "" juice "" . ",0,Nikon_coolpix_4300.txt,
"i highly recommend the accessory kit , which provides you with everything else you need : ",0,Nikon_coolpix_4300.txt,
"a nice camera bag , which holds camera plus all the cables and the charger . ",0,Nikon_coolpix_4300.txt,
"furher it contains a card reader , a flash card folder for up to 8 cards , a lense cleaning rag , and an ac adapter , which is very helpful when working in an "" outlet environment "" . ",0,Nikon_coolpix_4300.txt,
"over all a fantastic very compact camera , which made us experience photography on a totally new level ! ",1,Nikon_coolpix_4300.txt,camera[+3]
"after reading all the glowing review on this camera , i went to my local camera shop to try one . ",0,Nikon_coolpix_4300.txt,
i currently own an olympus d-550 which takes wonderful outdoor pictures . ,0,Nikon_coolpix_4300.txt,
"however , indoor pictures of subjects more than a few feet away can be blurry or grainy . ",0,Nikon_coolpix_4300.txt,
"anyway , in the store , i tried coolpix 4300 along with two other 4mp models minolta dimage s414 , and panasonic lumix . ",0,Nikon_coolpix_4300.txt,
"focusing on a display rack about 20 feet away in a brightly lit room during day time , pictures produced by this camera were blurry and in a shade of orange . ",1,Nikon_coolpix_4300.txt,picture[-2]
pictures produced by the minolta were orange but not blurry . ,0,Nikon_coolpix_4300.txt,
pictures produced by the panasonic were excellent . ,0,Nikon_coolpix_4300.txt,
"the store clerk concluded that the blurriness may be caused by shaking the camera slightly when i press the button , which is understandable since this camera is lighter than the other two models . ",0,Nikon_coolpix_4300.txt,
"anyway , i ended up purchasing the lumix . ",0,Nikon_coolpix_4300.txt,
i 'm sure that this camera has all the wonderful features that others talk about . ,0,Nikon_coolpix_4300.txt,
"however , as an average person with unsteady hands , i doubt it 'll perform well in lower light settings . ",0,Nikon_coolpix_4300.txt,
i purchased the nikon 4300 after several weeks of searching . ,0,Nikon_coolpix_4300.txt,
"the value , name , and resolution signed the lease . ",0,Nikon_coolpix_4300.txt,
after nearly 800 pictures i have found that this nikon takes incredible pictures . ,1,Nikon_coolpix_4300.txt,picture[+3]
"the digital zoom takes as good of pictures , as the optical zoom does ! ",1,Nikon_coolpix_4300.txt,"digital zoom[+2],optical zoom[+2]"
"the inside pics , can be a bit challenging , but when you can instantly delete pics you dont like , that are not focused perfectly , or need lighting adjustments , make this camera very simple and effective . ",1,Nikon_coolpix_4300.txt,picture[-2]
"i love all of the features , and presets as well . ",1,Nikon_coolpix_4300.txt,feature[+3]
"sunset feature takes incredible pics in the morning , and the evening ! ",1,Nikon_coolpix_4300.txt,sunset feature[+3]
the software you get with this camera is perfect . ,1,Nikon_coolpix_4300.txt,software[+3]
"touchups , redeye , and so on are very easy to alter , and correct . ",1,Nikon_coolpix_4300.txt,"touchup[+2], redeye[+2]"
i definately recommend a large memory card . ,0,Nikon_coolpix_4300.txt,
"i use a 128mb card , and usually get around 70 to 100 pics 1024-1280 res. , with good resolution . ",0,Nikon_coolpix_4300.txt,
very large pics take 8mb each ! ,0,Nikon_coolpix_4300.txt,
"battery life is good , although i recommend two rechargebles , or a alkaline backup , for those emergency pics you have to have . ",1,Nikon_coolpix_4300.txt,battery life[+2]
"all and all , i am extremely pleased with this camera . ",1,Nikon_coolpix_4300.txt,camera[+3]
making the step from film to digital has been a great move . ,0,Nikon_coolpix_4300.txt,
i find myself emailing pics to everyone i know . ,0,Nikon_coolpix_4300.txt,
"great camera , great investment ! ",1,Nikon_coolpix_4300.txt,camera[+3]
"this is my second digital camera , though i also use one at work and have some experience with several nikon and canon models . ",0,Nikon_coolpix_4300.txt,
"the nikon coolpix 4300 is wonderful -- easy to use , high quality , and compact in size . ",1,Nikon_coolpix_4300.txt,"use[+1][u],quality[+2],size[+1]"
with an extra battery and a couple of good sized memory cards you are all set for a day of picture taking while on vacation . ,0,Nikon_coolpix_4300.txt,
the auto setting does a great job most of the time but there are manual settings for those who want them . ,1,Nikon_coolpix_4300.txt,auto setting[+2]
"if something were to happen to my nikon coolpix 4300 , i would order another just like it . ",0,Nikon_coolpix_4300.txt,
after much research i decided on the nikon coolpix 4300 . ,0,Nikon_coolpix_4300.txt,
it has many great features and very few bad ones . ,1,Nikon_coolpix_4300.txt,camera[+2][p]
"it takes excellent pics and is very easy to use , if you read the manual . ",1,Nikon_coolpix_4300.txt,"picture[+2],ease of use[+2]"
if you cant get great pics from this camera its because you havent read the manual . ,0,Nikon_coolpix_4300.txt,
the only things i have found that i havent liked is that the lcd is hard to read in daylight but everyone elses is too . ,1,Nikon_coolpix_4300.txt,lcd[-1]
downloads are a snap and quick . ,1,Nikon_coolpix_4300.txt,download[+2]
controls easy yo use and easy to get to . ,1,Nikon_coolpix_4300.txt,control[+2]
i 'm extremely glad i bought this camera . ,1,Nikon_coolpix_4300.txt,camera[+3]
really happy with this little camera . ,1,Nikon_coolpix_4300.txt,camera[+3]
"it is n't big and offensive , though you would n't know it by looking at the pics it takes . ",1,Nikon_coolpix_4300.txt,size[+2][u]
"got it for christmas , still learning a few of the settings , but i do n't take pictures every single day . ",0,Nikon_coolpix_4300.txt,
"settings for just about everything , beautiful pics and beautiful prints . ",1,Nikon_coolpix_4300.txt,"picture[+2],print[+2]"
"i expected the 12x digital zoom to be grainy , but onfull size high to fine quality , the zoomed images are quite impressive . ",1,Nikon_coolpix_4300.txt,zoomed image[+2]
"did buy a 256mb compact flash , it holds a lot of pics at any resolution . ",0,Nikon_coolpix_4300.txt,
"i only wish you could get high quality tiff images at all resolutions , but does n't seem any of the buget cameras do . ",0,Nikon_coolpix_4300.txt,
"still , at least from my perspective , a great camera for the money , and i 'm a happy camper ! ",1,Nikon_coolpix_4300.txt,camera[+2]
this is a wonderful camera . ,1,Nikon_coolpix_4300.txt,camera[+2]
my wife and i read and read and read reviews on different cameras for months . ,0,Nikon_coolpix_4300.txt,
in the end this is the one that we decided upon and since have never had buyer 's remorse . ,0,Nikon_coolpix_4300.txt,
"4 mp gives you room for the future gaining experience ; cost offsets over time from wanting more in a camera , 3x optical and the fact that it carries nikon 's quality reputation behind it make the whole package prove itself worthwile at the price . ",1,Nikon_coolpix_4300.txt,"4mp[+2],optical zoom[+2]"
one neat thing - i have taken some pictures in what i thought would be impossible lighting conditions pitch black rooms - no problem for the camera - rooms looked like they had ample lighting . ,1,Nikon_coolpix_4300.txt,picture[+2]
this little camera has created a marriage between myself and nikon. never knew i could love a digital camera so much . ,1,Nikon_coolpix_4300.txt,camera[+3]
the software that comes with it is amazing and the online service that comes free is really very neat. clean clear and well focused on over 95 % of all photos taken by a beginner . ,1,Nikon_coolpix_4300.txt,"software[+3], online service[+2]"
100 % perfect if you put some thought and time into reading the manual before you take the photos . ,0,Nikon_coolpix_4300.txt,
i took the camera and just gave it to someone . ,0,Nikon_coolpix_4300.txt,
no instructions . ,0,Nikon_coolpix_4300.txt,
just point and shoot and the photos were great . ,1,Nikon_coolpix_4300.txt,photo[+2]
just imagine if you place a bit of knowledge when you take your photos . ,0,Nikon_coolpix_4300.txt,
the memory card fit nicely since i also have a pocket pc and it automatically installed a picture software on my pda wolla . ,1,Nikon_coolpix_4300.txt,memory card[+2]
my pda becames a digital album . ,0,Nikon_coolpix_4300.txt,
i have a 128mb card in it and can shoot over 150 hi res photos . ,0,Nikon_coolpix_4300.txt,
"if you have to buy a camera on a buget, this has got to be the one . ",1,Nikon_coolpix_4300.txt,camera[+2]
go get it . ,0,Nikon_coolpix_4300.txt,
before they are sold out ! ,0,Nikon_coolpix_4300.txt,
"great camera , i have been using this for several months and got excellent results , simple friendly usage , in many scenes indoor , outdoor , snow , close up macro etc. ",1,Nikon_coolpix_4300.txt,camera[+2]
i bought my nikon coolpix4300 about a week ago . ,0,Nikon_coolpix_4300.txt,
this is my first digital camera and i can say that i am quite impressed with the features that it has . ,1,Nikon_coolpix_4300.txt,"camera[+3], feature[+2]"
it is easy enough to use for a beginner like me but it has plenty of features for me to grow into . ,1,Nikon_coolpix_4300.txt,use[+2][u]
i particularly like the way it aids me in taking my macro shots . ,1,Nikon_coolpix_4300.txt,macro[+2]
my friends were impressed with the quality of the pictures i took ! ,1,Nikon_coolpix_4300.txt,picture quality[+2]
one downside though is that autofocus does not work well when battery is low . ,1,Nikon_coolpix_4300.txt,autofocus[-2]
i assume this is the case for most cameras since it does not have enough power to do autofocus . ,0,Nikon_coolpix_4300.txt,
battery life is ok . ,1,Nikon_coolpix_4300.txt,battery life[+1]
i plan on buying a second battery and a larger cf for it . ,0,Nikon_coolpix_4300.txt,
"great camera , and for the price you can 't beat it . ",1,Nikon_coolpix_4300.txt,camera[+2]
i 've been using it for about 3 months now . ,0,Nikon_coolpix_4300.txt,
i found the controls very intuitive and learned how to manuver through the menus quickly . ,1,Nikon_coolpix_4300.txt,control[+3]
the quality is superb . ,1,Nikon_coolpix_4300.txt,quality[+3]
"the small size is perfect for my little hands , but may perhaps be uncomfortable or awkward for a bigger person . ",1,Nikon_coolpix_4300.txt,size[+2]
"we use older versions 880 , 885 of this model in the office and i find them to produce excellent quality photos . ",0,Nikon_coolpix_4300.txt,
"the 4300 is a very durable , compact package , and i find nikon to be a brand that i can trust . ",1,Nikon_coolpix_4300.txt,nikon 4300[+3]
it comes with a 16mb flash card that you will need to upgrade ! ,0,Nikon_coolpix_4300.txt,
"we got a 256mb card , and have been hard-pressed to fill it over a weekend . ",0,Nikon_coolpix_4300.txt,
the only drawbacks that i have noticed : ,0,Nikon_coolpix_4300.txt,
"it comes with a rechargable battery that does not seem to last all that long , especially if you use the flash a lot . ",1,Nikon_coolpix_4300.txt,battery[-2]
"so , it 's a good idea to purchase an extra battery to insure that you are not left hanging . ",0,Nikon_coolpix_4300.txt,
it does not have an auto-focus assist light which is nice for taking shots in low-light situations it allows the camera to focus in low light . ,1,Nikon_coolpix_4300.txt,auto-focus assist light[-1]
"i would say that this is not a major issue , but it can be slightly annoying if you care about these things . ",0,Nikon_coolpix_4300.txt,
"it has a 3x optical zoom , which is average for these cameras . ",1,Nikon_coolpix_4300.txt,optical zoom[-1]
"for more , you sacrifice weight and size : more optical zoom requires more glass and focal length . ",0,Nikon_coolpix_4300.txt,
"it does have a digital zoom on top of the optical zoom , but you sacrifice quality . ",0,Nikon_coolpix_4300.txt,
"i set the camera to the "" manual "" mode for one main reason : ",0,Nikon_coolpix_4300.txt,
in any other mode it autofocuses continuously and burns batteries . ,0,Nikon_coolpix_4300.txt,
"in manual , you can set it to "" single af "" where it will focus by depressing the shudder button prior to taking the pic ; this is not really a hinderance , you just have to be familiar with its menus and features . ",0,Nikon_coolpix_4300.txt,
