,index,sentence,lambda,raw_aspect,sentiment,aspect,target
330,330,"like i said , when the moment is gone , it is gone . ","said_VB_N_0(is_VB_N_0(\X.gone_VB_N_0(X),moment_NN_N_0),i_FW_N_0,is_VB_N_0(\X.gone_VB_N_0(X),it_PRP_N_0))",[],[],[],
331,331,so buy the g3 . ,"buy_VB_N_0(g3_NN_N_0,so_RB_I)",[],[],[],
332,332,"buy it for fun , for lack of processing , because you want to use iphoto , or whatever . ","CC(\X.X,want_VB_N_0(use_VB_N_0(iphoto_NN_N_0),you_PRP_N_0,lack_NN_Ne_1(buy_VB_N_0(it_PRP_N_0,fun_NN_P_1))))","['fun_NN_P_1', 'lack_NN_Ne_1']","[1, 0]","['fun', 'lack']",
333,333,"but do not assume , as i did , that the g3 has the same ability as [ your current film camera ] to stop the moment you choose . ","CC(did_VB_N_0(has_VB_N_0(stop_VB_N_0(choose_VB_N_0(moment_NN_N_0,you_PRP_N_0),seq(film+camera_NN_N_0,ability_NN_N_0)),g3_NN_N_0),i_FW_N_0,\X.assume_VB_N_0(X)))",[],[],[],
334,334,"from a dime store disposable to a top of the line eos , all film cameras share this ability to capture the moment you tell them to . ","dime+store_NN_N_0(eos_VB_N_0(share_VB_N_0(capture_VB_N_0(tell_VB_N_0(them_PRP_N_0,\X.X,moment_NN_N_0,you_PRP_N_0),ability_NN_N_0),seq(film_NN_N_0,cameras_NNS_N_0))))",[],[],[],
335,335,"unfortunately , this digital moment-capturing device called the g3 sometimes captures the moment after the one you wanted . ","wanted_VB_N_0(\X.X,you_PRP_N_0,captures_VB_N_0(moment_NN_N_0),called_VB_N_0(g3_NN_N_0,momentcapturing+device_NN_N_0))",[],[],[],g3[-2]
336,336,this is my first digital camera and i could n't be happier . ,"CC(be_VB_N_0(camera_NN_P_1,i_FW_N_0))",['camera_NN_P_1'],[1],['camera'],camera[+3]
337,337,i have but plan on selling my rebel ti and all of the equipment with it . ,"CC(plan_VB_N_0(it_PRP_N_0(selling_VB_N_0(CC(\X.X,rebel+ti_NN_N_0)))),\X.have_VB_N_0(X),i_LS_N_0)",[],[],[],
338,338,i love the quality of the pictures . ,"love_VB_P_1(quality_NN_N_0,i_LS_N_0)",[],[],[],picture quality[+2]
339,339,they look fantastic . ,fantastic_JJ_P_1(they_PRP_N_0),[],[],[],picture quality[+2][p]
340,340,i can take better pictures with this then my rebel ti with a good lens . ,"take_VB_N_0(pictures_NNS_P_1,i_LS_N_0)",[],[],[],
341,341,it 's just easier for me since i can make on the fly adjustments . ,"make_VB_N_0(seq(fly_NN_N_0,adjustments_NNS_N_0),i_FW_N_0,me_PRP_N_0(easier_RB_N),it_PRP_N_0)",[],[],[],
342,342,the canon g3 is perhaps the best 4mp camera out there . ,"is_VB_N_0(\X.X,canon+g3_NN_N_0)",[],[],[],4mp camera[+2]
343,343,"i 've tried the sony s85 with the carl zeiss lens , but the pictures were too digital . ","CC(pictures_NNS_N_0,ve_FW_N_0(carl_NN_N_0(zeiss_VB_N_0(lens_NN_N_0),tried_VB_N_0(sony+s85_NN_N_0)),i_LS_N_0))",[],[],[],
344,344,"with canon , you get pictures that appear to be photos , not still camcorder shots . ","canon_NN_N_0(get_VB_N_0(appear_VB_N_0(be_VB_N_0(\X.X),pictures_NNS_N_0),you_PRP_N_0))",[],[],[],picture[+2]
345,345,i love the eos based controls and easy menus . ,"love_VB_P_1(eos_NNS_N_0(based_VB_N_0(CC(menus_NNS_P_1,controls_NNS_N_0))),i_LS_N_0)",[],[],[],"control[+2],menu[+2]"
346,346,i do n't need to go into exhustive review of this camera . ,"need_VB_N_0(go_VB_N_0(review_NN_N_0),i_LS_N_0)",[],[],[],
347,347,many before me have done that already . ,"have_VB_N_0(\X.done_VB_N_0(X),me_PRP_N_0(many_JJ_N_0))",[],[],[],
348,348,i agree with the positive reviews . ,"agree_VB_N_0(reviews_NNS_P_1,i_LS_N_0)",[],[],[],
349,349,but there are two things i do n't like about the camera that were not mentioned in any previous reviews . ,"CC(are_VB_N_0(reviews_NNS_N_0(\X.mentioned_VB_N_0(X),camera_NN_N_0,\X.like_VB_P_1(X),things_NNS_N_0,i_FW_N_0),\X.X))",[],[],[],
350,350,1 ) the included lens cap is very loose on the camera . ,included_VB_N_0(lens+cap_NN_Ne_2),['lens+cap_NN_Ne_2'],[0],['lens cap'],lens cap[-2]
351,351,"though the instruction booklet says that the camera should display "" lens "" when the cap and the camera are both on , the camera lens extends out and simply takes the lens cap off by itself . ","says_VB_N_0(are_VB_N_0(camera_NN_N_0,CC(camera_NN_N_0,cap_NN_N_0),display_VB_N_0(lens_NN_N_0),camera_NN_N_0),instruction+booklet_NN_N_0,extends_VB_N_0(lens_NN_N_0))",[],[],[],
352,352,"i 'm concerned that with the easily removed lens cap , i may damage the lens . ","concerned_VB_Ne_1(removed_VB_N_0(lens+cap_NN_N_0,damage_VB_Ne_1(lens_NN_N_0,i_FW_N_0)),i_FW_N_0)",[],[],[],
353,353,very cheaply made . ,made_VB_N_0(very_RB_I),[],[],[],
354,354,"2 ) the body construction - buttons , casing , etc , are too plastic . ","casing_VB_N_0(etc_NN_N_0,body_NN_N_0(seq(construction_NN_N_0,buttons_NNS_N_0)))",[],[],[],body[-2]
355,355,the g2 was better in this respect . ,\X.X,[],[],[],
356,356,it had a heavier and more sturdy casing . ,"had_VB_N_0(CC(sturdy_JJ_P_1,heavier_JJ_N_0,\X.casing_VB_N_0(X)),it_PRP_N_0)",[],[],[],casing[-2]
357,357,"despite these grieps , i still recommend the camera . ","grieps_NNS_N_0(recommend_VB_P_1(camera_NN_N_0,i_FW_N_0))",[],[],[],
358,358,i used a canon powershot s20 for about 2.5 years and loved it ! ,"CC(loved_VB_P_1(it_PRP_N_0),used_VB_N_0(canon+powershot+s20_NN_N_0),i_LS_N_0)",[],[],[],
359,359,"there were a few flaws that i learned to deal with and took thousands of pictures around the world , losing a few that i really regretted . ","were_VB_N_0(regretted_VB_Ne_2(\X.CC(took_VB_N_0(thousands_NNS_N_0,world_NN_N_0,flaws_NNS_N_0(\X.losing_VB_Ne_1(X))),learned_VB_N_0(deal_VB_N_0(\X.X)),X,i_FW_N_0),i_FW_N_0),\X.X)",[],[],[],
360,360,"i finally decided to upgrade , and started my research . ","CC(started_VB_N_0(research_NN_N_0),decided_VB_N_0(\X.upgrade_VB_N_0(X)),i_LS_N_0)",[],[],[],
361,361,"canon was an obvious choice , but i did not want to limit my decision , so started researching all brands that would take my microdrives . ","CC(want_VB_N_0(limit_VB_Ne_1(started_VB_N_0(researching_VB_N_0(take_VB_N_0(microdrives_NNS_N_0,brands_NNS_N_0)),decision_NN_N_0)),i_FW_N_0),was_VB_N_0(choice_NN_N_0,canon_NN_N_0))",[],[],[],
362,362,"i researched , held , tested , and observed 3 different brands . ","CC(observed_VB_N_0(brands_NNS_N_0),researched_VB_N_0(tested_VB_N_0(\X.held_VB_N_0(X))),i_LS_N_0)",[],[],[],
363,363,"needless to say , the canon won , hands down . ","say_VB_N_0(won_VB_P_1(hands_NNS_N_0,canon_NN_N_0),needless_NN_Ne_1)",['needless_NN_Ne_1'],[0],['needless'],
364,364,this camera performs like i can not believe ! ,"believe_VB_N_0(i_FW_N_0,\X.performs_VB_N_0(X),camera_NN_N_0)",[],[],[],
365,365,"i bought it for my trip to beunos aires , and also used it at the iguazu falls , and could not have asked for more perfect performance ! ","CC(CC(have_VB_N_0(asked_VB_N_0(performance_NN_N_0)),iguazu_NN_N_0(\X.falls_VB_Ne_1(X),used_VB_N_0(it_PRP_N_0))),seq(beunos_NNS_N_0,aires_NNS_N_0,trip_NN_N_0,bought_VB_N_0(it_PRP_N_0)),i_LS_N_0)",[],[],[],performance[+3][p]
366,366,"it was too new to have learned much about the advanced features , so i generally used the auto mode . ","used_VB_N_0(auto+mode_NN_N_0,i_FW_N_0,have_VB_N_0(learned_VB_N_0(features_NNS_N_0(much_RB_N))),it_PRP_N_0)",[],[],[],
367,367,"this camera is worth every penny , and i highly recommend it ! ","CC(recommend_VB_P_1(it_PRP_N_0,i_FW_N_0),seq(penny_NN_P_1,camera_NN_N_0))",['penny_NN_P_1'],[1],['penny'],camera[+3]
368,368,another point of note : the battery life is incredible ! ,point_NN_N_0,[],[],[],battery life[+3]
369,369,"i did not have a backup battery , and had no need for one . ","CC(had_VB_N_0(need_NN_N_0),have_VB_N_0(backup+battery_NN_N_0),i_LS_N_0)",[],[],[],
370,370,"i did have ability to charge it every night , so do n't know how long it would have actually gone before dying . ","did_VB_N_0(have_VB_N_0(night_NN_N_0(charge_VB_N_0(it_PRP_N_0),ability_NN_N_0)),i_LS_N_0)",[],[],[],
371,371,this camera will stay with me for years ! ,"years_NNS_N_0(stay_VB_N_0(me_PRP_N_0),camera_NN_N_0)",[],[],[],
372,372,i 've been looking to buy a digital camera for a long time and v = finally decided that now was the time . ,"ve_FW_N_0(been_VB_N_0(looking_VB_N_0(time_NN_N_0(buy_VB_N_0(camera_NN_N_0)))),i_FW_N_0)",[],[],[],
373,373,"after a lot of research , i decided on the g3 . ","lot_NN_N_0(g3_NN_N_0(\X.decided_VB_N_0(X),i_FW_N_0))",[],[],[],
374,374,am i ever glad that i decided on this camera ! ,"decided_VB_N_0(camera_NN_P_1,i_FW_N_0,ever_RB_N)",['camera_NN_P_1'],[1],['camera'],camera[+2]
375,375,"i 've only had it a week , but so far , everything about this camera is making me happy . ","CC(\X.X,ve_FW_N_0(week_NN_N_0(had_VB_N_0(it_PRP_N_0)),i_LS_N_0))",[],[],[],camera[+2]
376,376,forget the fact that it 'll probably take me a year to figure out all the features this camera has to offer . ,"forget_VB_N_0(fact_NN_N_0(ll_NN_N_0(take_VB_N_0(me_PRP_N_0,figure_VB_N_0(has_VB_N_0(\X.offer_VB_N_0(X),features_NNS_N_0,camera_NN_N_0),year_NN_N_0)),it_PRP_N_0)))",[],[],[],
377,377,i 've been able to change modes on this thing without even looking at the manual . ,"ve_FW_N_0(looking_VB_N_0(manual_NN_N_0,change_VB_N_0(seq(thing_NN_N_0,modes_NNS_N_0))),i_FW_N_0)",[],[],[],
378,378,very intuitive menus are a big plus on this camera . ,"are_VB_N_0(seq(camera_NN_N_0,plus_NN_N_0),menus_NNS_P_2)",[],[],[],menu[+2]
379,379,"i charged it up the day i got it , took a bunch of pictures and i do n't think the battery indicator has budged from fully charged . ","CC(think_VB_N_0(has_VB_N_0(\X.budged_VB_N_0(X),battery+indicator_NN_N_0),i_FW_N_0),charged_VB_N_0(it_PRP_N_0,\X.X,got_VB_N_0(\X.took_VB_N_0(bunch_NN_N_0,X,it_PRP_N_0),day_NN_N_0,i_FW_N_0),i_LS_N_0))",[],[],[],
380,380,the standard battery include with the g3 is a camcorder battery that will allow me to take pictures all day without worrying about charging . ,"is_VB_N_0(allow_VB_N_0(me_PRP_N_0,worrying_VB_Ne_1(\X.charging_VB_N_0(X),day_NN_N_0(take_VB_N_0(pictures_NNS_N_0))),camcorder+battery_NN_N_0),g3_NN_N_0(\X.include_VB_N_0(X),battery_NN_N_0))",[],[],[],battery[+2]
381,381,i was worried about this after seeing a friend change batteries on his olympus after about 20-30 pictures . ,"was_VB_N_0(pictures_NNS_N_0(seeing_VB_N_0(olympus_NN_N_0(friend_NN_N_0(seq(change_NN_N_0,batteries_NNS_N_0)))),worried_VB_Ne_1(\X.X)),i_LS_N_0)",[],[],[],
382,382,"the optical zoom is awesome , and the viewfinder reflects the settings of the zoom . ","CC(reflects_VB_N_0(settings_NNS_N_0,viewfinder_NN_N_0),zoom_NN_P_1)",['zoom_NN_P_1'],[1],['zoom'],"optical zoom[+3],viewfinder[+1]"
383,383,"one little minor flaw with this camera is that the lens is visible in the viewfinder , but does not detract from the image at all . ","is_VB_N_0(CC(detract_VB_Ne_1(image_NN_N_0),viewfinder_NN_N_0(lens_NN_N_0)),seq(camera_NN_N_0,flaw_NN_N_0))",[],[],[],viewfinder[-2]
384,384,"as i said , this is the last digital camera i 'll buy , and if you are in the market one , my advice is to buy the best thing you can afford and keep it forever . ","CC(are_VB_N_0(market_NN_N_0,you_PRP_N_0),said_VB_N_0(is_VB_N_0(ll_FW_N_0(buy_NN_N_0,camera_NN_N_0,i_FW_N_0),\X.X),i_FW_N_0),is_VB_N_0(CC(keep_VB_N_0(it_PRP_N_0),buy_VB_N_0(afford_VB_P_1(thing_NN_P_1,you_PRP_N_0))),advice_NN_N_0(\X.X)))",['thing_NN_P_1'],[1],['thing'],
385,385,"these things may get a lot better in the future , but from what i 've seen in the last few years , the technology for digital cameras is n't advancing at the pace of pc 's , phones and hard drives . ","CC(ve_FW_N_0(years_NNS_N_0(\X.seen_VB_N_0(X)),pace_NN_N_0(\X.advancing_VB_N_0(X),seq(cameras_NNS_N_0,technology_NN_N_0)),i_FW_N_0),future_NN_N_0(get_VB_N_0(\X.X),things_NNS_N_0))",[],[],[],
386,386,the best 4 megapixel/4x optical zoom camera available and fairly easy to use . ,"CC(zoom+camera_NN_P_1(\X.use_VB_N_0(X)),zoom+camera_NN_P_1)","['zoom+camera_NN_P_1', 'zoom+camera_NN_P_1']","[1, 1]","['zoom camera', 'zoom camera']",camera[+3]
387,387,highly recommended . ,recommended_VB_P_1(highly_RB_I),[],[],[],
388,388,"for more info on digital cameras , go to dpreviews . ","dpreviews_NNS_N_0(\X.go_VB_N_0(X),seq(cameras_NNS_N_0,info_NN_N_0))",[],[],[],
389,389,you can read the other reviews for specs and performance opinions . ,"read_VB_N_0(CC(seq(performance_NN_N_0,opinions_NNS_N_0),specs_NNS_N_0,reviews_NNS_N_0),you_PRP_N_0)",[],[],[],
390,390,"i was perfectly happy with my g2 , so why did i trade up to the g3 ? ","did_VB_N_0(i_FW_N_0,seq(g3_NN_P_1,trade_NN_N_0),g2_NN_N_0,i_LS_N_0)",['g3_NN_P_1'],[1],['g3'],
391,391,because this camera is beautiful . ,camera_NN_P_1,['camera_NN_P_1'],[1],['camera'],camera[+3]
392,392,the g2 was slightly curvy with a champagne finish -- very homely . ,g2_NN_N_0,[],[],[],
393,393,the g3 looks like a work of art ! ,"looks_VB_N_0(work_NN_P_1,g3_NN_N_0)",['work_NN_P_1'],[1],['work'],look[+3]
394,394,"its silver magnesium finish is stunning , and the sharp lines and excellent grip are better than any other camera i 've seen . ","CC(CC(grip_NN_P_1,lines_NNS_P_1),silver+magnesium+finish_NN_P_1)","['grip_NN_P_1', 'silver+magnesium+finish_NN_P_1']","[1, 1]","['grip', 'silver magnesium finish']",finish[+3]
395,395,"the little digital elphs were the best-designed , most-elegant cameras until the g3 came along and squashed them . ","CC(g3_NN_N_0(them_PRP_N_0),\X.came_VB_N_0(X),were_VB_N_0(bestdesigned_VB_N_0(seq(mostelegant_NN_N_0,cameras_NNS_N_0))),elphs_NNS_N_0)",[],[],[],
396,396,this is my first digital camera . ,"is_VB_N_0(camera_NN_N_0,\X.X)",[],[],[],
397,397,i am very pleased with it so far . ,"pleased_JJ_P_1(it_PRP_N_0,i_FW_N_0)",[],[],[],camera[+2][p]
398,398,i wanted something that is able to take high quality photos but not be so bulky that i would wind up leaving it at home all the time . ,"wanted_VB_N_0(CC(be_VB_N_0(time_NN_N_0(wind_VB_N_0(\X.X,home_NN_N_0(leaving_VB_N_0(it_PRP_N_0))),i_FW_N_0)),take_VB_N_0(seq(quality_NN_N_0,photos_NNS_N_0)),something_NN_N_0),i_LS_N_0)",[],[],[],
399,399,this seemed like a really good compromise . ,"seemed_VB_N_0(compromise_NN_P_2,\X.X)",['compromise_NN_P_2'],[1],['compromise'],
400,400,"i compared it to the olympus c5050z , the sony dcs-f 717 and the nikon 5700 . ","compared_VB_N_0(it_PRP_N_0,CC(dcsf_NN_N_0(\X.X),\X.X,olympus+c5050z_NN_N_0,sony_NN_N_0),i_LS_N_0)",[],[],[],
401,401,"based on the cameras features and about dozen online reviews , this one seemed like the best all round deal . ","based_VB_N_0(CC(dozen_NN_N_0(online_NN_N_0(\X.reviews_VB_N_0(X))),seq(cameras_NNS_N_0,features_NNS_N_0)),seemed_VB_N_0(deal_NN_P_1,\X.X))",['deal_NN_P_1'],[1],['deal'],
402,402,it is not perfect though . ,perfect_JJ_P_1(it_PRP_N_0),[],[],[],
403,403,here are the shortcomings i have noticed so far : ,"are_VB_N_0(have_VB_N_0(\X.noticed_VB_N_0(X),shortcomings_NNS_Ne_1,i_FW_N_0),here_RB_N)",[],[],[],
404,404,it would have been a much easier choice if this were 5mp camera . ,"have_VB_N_0(were_VB_N_0(camera_NN_N_0,\X.X,been_VB_N_0(choice_NN_P_1)),it_PRP_N_0)",['choice_NN_P_1'],[1],['choice'],
405,405,you can see the lens barrel in the view-finder . ,"viewfinder_NN_N_0(see_VB_N_0(lens+barrel_NN_N_0),you_PRP_N_0)",[],[],[],viewfinder[-2]
406,406,"( i knew this before hand , and it is not that bad ) there is no tiff format . ","CC(is_VB_N_0(is_VB_N_0(tiff+format_NN_Ne_1,\X.X),it_PRP_N_0),hand_NN_N_0(knew_VB_N_0(\X.X),i_LS_N_0))",['tiff+format_NN_Ne_1'],[0],['tiff format'],tiff format[-2]
407,407,that would be a nice compromise between jpeg and raw . ,"be_VB_N_0(seq(jpeg_NN_N_0,compromise_NN_P_1),\X.X)",['compromise_NN_P_1'],[1],['compromise'],
408,408,"to save a picture as raw , you have to have the display on , this seems like a waste of battery power . ","save_VB_N_0(picture_NN_N_0,have_VB_N_0(have_VB_N_0(seems_VB_N_0(waste_NN_Ne_1,display_NN_N_0)),you_PRP_N_0))",['waste_NN_Ne_1'],[0],['waste'],
409,409,it seems to me that after the focus and metering are complete there is quite a lag before the shutter ? ,"me_PRP_N_0(\X.seems_VB_N_0(X),CC(metering_NN_N_0,focus_NN_N_0,shutter_NN_N_0(is_VB_N_0(\X.X),\X.X)),it_PRP_N_0)",[],[],[],lag[-2]
410,410,trips . ,trips_NNS_N_0,[],[],[],
411,411,( again this is my first digital camera and maybe that is just how they all are . ) ,"CC(is_VB_N_0(are_VB_N_0(they_PRP_N_0),\X.X),is_VB_N_0(camera_NN_N_0,\X.X))",[],[],[],
412,412,for those of you using a mac in os x+ there is no twain utility to download your pics directly into photoshop . ,"is_VB_N_0(photoshop_NN_N_0(download_VB_N_0(pics_NNS_N_0),twain+utility_NN_N_0),\X.X)",[],[],[],
413,413,it is very simple to import via iphoto 2 and then move them to photoshop . ,"CC(move_VB_N_0(them_PRP_N_0,\X.photoshop_VB_N_0(X)),seq(iphoto_NN_N_0,import_NN_N_0),it_PRP_N_0)",[],[],[],import[+2]
414,414,"i have not spent much time with the included software , so i don't know what to say about it other than it seems ok . ","spent_VB_N_0(time_NN_N_0,included_VB_N_0(software_NN_N_0),i_LS_N_0)",[],[],[],
415,415,i am quite happy with the camera . ,i_FW_N_0,[],[],[],camera[+2]
416,416,it comes with a clearly written manual and the learning curve is not too too steep . ,"CC(learning_VB_N_0(curve_NN_Ne_4),comes_VB_N_0(written_VB_N_0(manual_NN_N_0),it_PRP_N_0))",['curve_NN_Ne_4'],[0],['curve'],manual[+2]
417,417,"yes , i recommend it over the competition . ","competition_NN_N_0(recommend_VB_P_1(it_PRP_N_0),i_FW_N_0)",[],[],[],camera[+2][p]
418,418,"best camera ever . from the image quality , color , function , i can say almost everything . ","say_VB_N_0(\X.X,i_FW_N_0)",[],[],[],camera[+3]
419,419,"this camera has a cool stitch pictures feature , to find out more just log on to canon 's website . ","has_VB_N_0(stitch_NN_P_1(pictures_NNS_N_0(\X.feature_VB_N_0(X))),camera_NN_N_0)",['stitch_NN_P_1'],[1],['stitch'],stitch picture[+2]
420,420,i had an olympus digital camera before and it was nothing compared to this . ,"CC(compared_VB_N_0(\X.X,was_VB_N_0(nothing_NN_N_0),it_PRP_N_0),had_VB_N_0(seq(olympus_NN_N_0,camera_NN_N_0),i_LS_N_0))",[],[],[],
421,421,"for those of you who already bought this camera , i suggest you buy a hi-ti dye-sub photo printer . ","suggest_VB_N_0(buy_VB_N_0(seq(hiti_NN_N_0,dyesub+photo+printer_NN_N_0),you_PRP_N_0),i_FW_N_0)",[],[],[],
422,422,i do n't write many reviews but i 'm compelled to do so with this camera . ,"CC(am_VB_N_0(compelled_VB_N_0(camera_NN_N_0(\X.do_VB_N_0(X))),i_FW_N_0),write_VB_N_0(reviews_NNS_N_0,i_LS_N_0))",[],[],[],
423,423,"first and foremost , it will take better pic 's than most film camera 's . ","take_VB_N_0(seq(film+camera_NN_N_0,pic_NN_P_1),it_PRP_N_0)",['pic_NN_P_1'],[1],['pic'],picture[+2]
424,424,save them on computer and print out just the ones who want . ,"CC(want_VB_N_0(\X.X),computer_NN_N_0,save_VB_N_0(them_PRP_N_0))",[],[],[],
425,425,duplicates are a no brainer and cheap . ,"are_VB_N_0(brainer_NN_Ne_1,duplicates_NNS_N_0)",['brainer_NN_Ne_1'],[0],['brainer'],
426,426,no more wasted time and money developing rolls of pic 's for just a couple of keepers . ,"developing_VB_N_0(rolls_NNS_N_0,CC(money_NN_N_0,time_NN_N_0))",[],[],[],
427,427,crop and enlarge the best at practically no extra cost or time . ,crop_NN_P_1,['crop_NN_P_1'],[1],['crop'],
428,428,"the technology is finally here folks , to make your photo life easier . ","is_VB_N_0(folks_NNS_P_1,technology_NN_N_0)",[],[],[],
429,429,a great new use for that underutilized computer . ,"underutilized_VB_N_0(computer_NN_N_0,use_NN_P_1)",['use_NN_P_1'],[1],['use'],
430,430,a digital camera will stay at home if its a hassle to use . ,"use_VB_N_0(hassle_NN_Ne_1,home_NN_N_0(\X.stay_VB_N_0(X)),camera_NN_N_0)",['hassle_NN_Ne_1'],[0],['hassle'],
431,431,"poor quality pics , short battery life , slow time consuming uploads and printing will ruin the digital camera experience and keep you buying film . ","CC(CC(keep_VB_N_0(you_PRP_N_0,buying_VB_N_0(film_NN_N_0)),ruin_VB_Ne_1(camera+experience_NN_N_0),printing_NN_N_0),consuming_VB_N_0(uploads_NNS_Ne_1,time_NN_N_0,seq(quality_NN_Ne_1,pics_NNS_N_0,battery+life_NN_N_0)))",['quality_NN_Ne_1'],[0],['quality'],
432,432,this camera has none of these flaws and will be something you 'll use all the time . ,"CC(be_VB_N_0(ll_VB_N_0(time_NN_N_0(\X.use_VB_N_0(X)),something_NN_N_0,you_PRP_N_0)),has_VB_N_0(none_NN_N_0),camera_NN_N_0)",[],[],[],camera[+2]
433,433,"my wife shuns all new technology and compained when i brought this home , but now she 's forever asking for the digital camera . ","CC(asking_VB_N_0(camera_NN_N_0,she_PRP_N_0),brought_VB_N_0(home_NN_N_0,i_FW_N_0,CC(\X.compained_VB_N_0(X),shuns_VB_N_0(technology_NN_N_0)),wife_NN_N_0))",[],[],[],
434,434,"and i let my kids shoot as many pics as they want , let them review them on the camera and just print the good ones ( which are not many ) . ","CC(let_VB_N_0(kids_NNS_N_0,shoot_VB_N_0(want_VB_N_0(let_VB_N_0(them_PRP_N_0,CC(print_VB_N_0(ones_NNS_N_0),camera_NN_N_0(review_VB_N_0(them_PRP_N_0)))),they_PRP_N_0,pics_NNS_N_0)),i_FW_N_0))",[],[],[],
435,435,get the canon 850 printer and an ex flash . ,"get_VB_N_0(CC(ex_FW_N_0(flash_NN_N_0),seq(canon_NN_N_0,printer_NN_N_0)))",[],[],[],
436,436,"in short , i have a new slr with an expensive lens and several film point and shoots . ","have_VB_N_0(CC(film_NN_N_0(CC(\X.shoots_VB_N_0(X),point_NN_N_0)),lens_NN_Ne_1,slr_NN_N_0),i_FW_N_0)",['lens_NN_Ne_1'],[0],['lens'],
437,437,i have n't used any of them since i got the g3 . ,"got_VB_N_0(g3_NN_N_0,i_FW_N_0,used_VB_N_0(\X.X),i_LS_N_0)",[],[],[],
438,438,"unless your a professional , now you will need only one camera . this one . ","professional_JJ_N_0(\X.X,need_VB_N_0(\X.X,you_PRP_N_0))",[],[],[],
439,439,"i spent a lot of time comparing different cameras , and i realized that there is not such thing as the best digital camera . ","CC(realized_VB_N_0(is_VB_N_0(seq(camera_NN_P_1,thing_NN_N_0),\X.X),i_FW_N_0),spent_VB_N_0(lot_NN_N_0,comparing_VB_N_0(cameras_NNS_N_0),i_LS_N_0))",['camera_NN_P_1'],[1],['camera'],
440,440,you can always spend more money to get a better one . ,"spend_VB_N_0(money_NN_N_0,get_VB_N_0(better_JJ_P_1(\X.X)),you_PRP_N_0)",[],[],[],
441,441,"however , for a $ 600 - $ 800 budget , i think this camera is an excellent choice . ","budget_NN_N_0(think_VB_N_0(is_VB_N_0(choice_NN_P_1,camera_NN_N_0),i_FW_N_0))",['choice_NN_P_1'],[1],['choice'],camera[+3]
442,442,"it has a beautiful design , lots of features , very easy to use , very configurable and customizable , and the battery duration is amazing ! ","CC(battery+duration_NN_P_1,has_VB_N_0(CC(lots_NNS_N_0,lots_NNS_N_0),it_PRP_N_0))",['battery+duration_NN_P_1'],[1],['battery duration'],"design[+2], feature[+2],use[+1][u],battery[+2]"
443,443,"also , the display is "" hinged "" and it can be placed in a myriad of positions , or to protect it against any damage . ","CC(be_VB_N_0(display_NN_N_0(\X.placed_VB_N_0(X)),it_PRP_N_0))",[],[],[],display[+2]
444,444,excellent idea ! ,idea_NN_N_0(excellent_JJ_P_1),[],[],[],
445,445,"one bad thing is that it comes with a pitiful 32mb compactflash card , and for most purposes , it is not enough . ","is_VB_N_0(comes_VB_N_0(compactflash+card_NN_Ne_1,it_PRP_N_0),thing_NN_Ne_1)","['compactflash+card_NN_Ne_1', 'thing_NN_Ne_1']","[0, 0]","['compactflash card', 'thing']",compactflash[-2]
446,446,"however , it seems that this is the general rule for most digital cameras . ","seems_VB_N_0(is_VB_N_0(seq(cameras_NNS_N_0,rule_NN_N_0),\X.X),it_PRP_N_0)",[],[],[],
447,447,another good thing is that this camera seems to introduce much less noise in dark places than others i 've seen . ,"is_VB_N_0(seems_VB_N_0(ve_FW_N_0(\X.seen_VB_N_0(X),others_NNS_N_0,i_FW_N_0,places_NNS_Ne_1,introduce_VB_N_0(noise_NN_N_0)),camera_NN_N_0),thing_NN_P_1)",['thing_NN_P_1'],[1],['thing'],noise[+2]
448,448,i have owned this camera for a short time and would n't give it up for anything . ,"CC(anything_NN_N_0(give_VB_N_0(it_PRP_N_0)),have_VB_N_0(time_NN_N_0(owned_VB_N_0(camera_NN_N_0))),i_LS_N_0)",[],[],[],camera[+2]
449,449,it surpasses my greatest expectations in a 4mp camera .. ,"surpasses_VB_N_0(seq(camera_NN_N_0,expectations_NNS_P_1),it_PRP_N_0)",[],[],[],camera[+2]
450,450,bought this product about a month ago and have used it in a variety of situations . ,"CC(have_VB_N_0(variety_NN_P_1(used_VB_N_0(it_PRP_N_0))),bought_VB_N_0(product_NN_N_0))",['variety_NN_P_1'],[1],['variety'],
451,451,in general it is easy to use and well laid out . ,"general_JJ_N_0(is_VB_N_0(easy_JJ_P_1,\X.use_VB_N_0(X),it_PRP_N_0))",[],[],[],"use[+1][u],design[+1][u]"
452,452,for `` cool factor '' buffs it looks and feels like a small plastic brick brick and does n't have any wow factor . ,"seq(factor_NN_P_1,buffs_NNS_N_0,CC(have_VB_N_0(wow+factor_NN_N_0),CC(\X.feels_VB_N_0(X),\X.looks_VB_N_0(X),plastic+brick+brick_NN_N_0),it_PRP_N_0))",['factor_NN_P_1'],[1],['factor'],
453,453,it makes up for this by being extremely easy to use with well laid out controls that can be learned quickly . ,"being_VB_N_0(laid_VB_N_0(be_VB_N_0(\X.learned_VB_N_0(X),controls_NNS_P_1),\X.use_VB_N_0(X)),makes_VB_N_0(\X.X),it_PRP_N_0)",[],[],[],"use[+3],control[+2]"
454,454,the g3 has most if not all of the features that you would want from a semi-pro / pro slr with a good range of manual options for those who know something about photography . ,\X.X,[],[],[],feature[+2]
